Lemma,Grundform 
Acker,"['Anstoßacker', 'Ausackerer', 'Baumackerlein', 'Drudenacker', 'Einwendacker', 'Erdbirnenherausackerer', 'Erdäpfelsacker', 'Felgenackern', 'Fleckelacker', 'Gallenacker', 'Gehracker', 'Gehrenacker', 'Geißäckerl', 'Getreidsacker', 'Geweischackern', 'Gottesacker', 'Grundbirnenacker', 'Halmacker', 'Halmackern', 'Halmfeldackern', 'Hasenackerlein', 'Hauptacker', 'Hexacker', 'Häuptacker', 'Keimackern', 'Kleeacker', 'Kleegrasacker', 'Krautacker', 'Länderacker', 'Nachbarsacker', 'Nassacker', 'Pfaffenäckerlein', 'Rodacker', 'Sandäckerlein', 'Saueracker', 'Scheißäckerlein', 'Spitzacker', 'Spitzackerl', 'Spitzackerlein', 'Spitzenacker', 'Steilacker', 'Steinäckerlein', 'Stopfelacker', 'Stoppelackern', 'Stoppelumzackern', 'Stoppelzackern', 'Stupfelacker', 'Stupfelackern', 'Stupfelzackern', 'Sturzacker', 'Sturzackern', 'Sturzelackern', 'Stüpfelackern', 'Sumpfacker', 'Wiesenacker', 'Zusammengeackertes', 'Zwergäckerlein', 'Zwickelacker', 'Äckerrain']"
streichen,"['Anstreicher', 'Aufgestrichenes', 'Aufstreichig', 'Aufstrich', 'Bartstreicher', 'Bügelstrich', 'Grenzstrich', 'Holzstrich', 'Landstreicher', 'Lausbubenstreich', 'Pflaumenstreiche', 'Rhönstrich', 'Sensenstrich', 'Stadtstreicher', 'Stück']"
streng,['Anstrengung']
stüren,"['Anstürer', 'Feuerstürer', 'Herumgestüre', 'Pflugstürer']"
Antiquität,['Antiquatsch']
tupfen,"['Antupf', 'Holztupfer']"
Recht,"['Anwendrecht', 'Aufwenderecht', 'Einwenderecht', 'Recht', 'Spessartrechtler', 'Trüpfrecht', 'Wenderecht', 'Wendrecht']"
wesen,"['Anwesen', 'Nestgewesel']"
warten,"['Anwärter', 'Aufwartung', 'Wegwartel']"
zeigen,"['Anzeige', 'Anzeiger', 'Anzeigerlein', 'Heiratsanzeige', 'Hochzeitsanzeige', 'Vermählungsanzeige', 'Zeiglein', 'Zeitungsanzeige']"
zünden,"['Anzünder', 'Aufzünder', 'Euterentzündung', 'Kniegelenkzündung', 'Kniescheibenzünder', 'Kniescheibenzündung', 'Kniezündung', 'Knochenzündung', 'Ofenzünder', 'Papieranzünder', 'Schneeanzünder', 'Schweißtropfenzünder', 'Schweißtropfenzündung', 'Spätzünder', 'Tausendzünder', 'Tretzündung', 'Wadenzündung', 'anzünden']"
Backe,"['Apfelbacke', 'Apfelbäckchen', 'Apfelbäcklein', 'Arschbacken', 'Backen', 'Backes', 'Bauschbacke', 'Bremsbacke', 'Deichselbacke', 'Deichselmaulbacke', 'Faustbäcklein', 'Fieberbacke', 'Fieberbäckchen', 'Fieberbäcklein', 'Goldbäcklein', 'Hamsterbacke', 'Hullerbäcklein', 'Hängebacke', 'Lungensuchtbacke', 'Ohrenbacke', 'Ohrenbäcklein', 'Pausbäckchen', 'Pausbäcklein', 'Pfusbacke', 'Platschbacke', 'Rosenbacke', 'Rotbäckchen', 'Rotbäcklein', 'Schleifbacke', 'Schmausbacke', 'Schmausbäckchen', 'Schmausbäcklein', 'Schweinebacke', 'Streifholzbacke', 'Wagenmaulbacke', 'Windenbacke', 'Äpfelbäcklein']"
backen,"['Apfelbackelein', 'Apfelbäckeslein', 'Auflaufbackelein', 'Backstoffel', 'Ballenbackelein', 'Biestbacke', 'Brezenbacken', 'Buttermilchbackelein', 'Eierbackes', 'Erdbirnbackelein', 'Erdbirnbackes', 'Erdbirnenbackelein', 'Erdbirnenbackes', 'Erdäpfelbäckeslein', 'Fleischbackelein', 'Fleischbackes', 'Fransenbackelein', 'Fransenbacker', 'Fransenbackes', 'Fransenklößbackelein', 'Gemeindebacköfen', 'Grießbackes', 'Grundbirnenbackelein', 'Grundbirnsbackes', 'Hackbackes', 'Hefegebäck', 'Herausbackenes', 'Herausbacketes', 'Hochzeitsgebäck', 'Kartoffelbackes', 'Kartoffelbackeslein', 'Kirchweihbacken', 'Kirchweihgebäck', 'Klößbacke', 'Klößbackelein', 'Krapfenbacken', 'Küchleinbacken', 'Matschbackes', 'Mehlbacker', 'Mehlbackes', 'Mehlbackeslein', 'Patakenbackes', 'Patakenbackeslein', 'Platzbäckerin', 'Rohbackes', 'Röhrenbackeslein', 'Schaffgebäck', 'Schlackenbackelein', 'Schläppenbackes', 'Schmalzgebackenes', 'Schmorkelbackes', 'Schneckenbecke', 'Stampfbackelein', 'Stärkebackes', 'Transchbackes', 'Waffelbäck', 'Weihnachtgebäck', 'Weizenbackes', 'Zwieback', 'Äpfelbäckeslein']"
Baum,"['Apfelbaum', 'Apfelbäume', 'Apfelbäumlein', 'Armbaum', 'Birkenbaum', 'Birnbaum', 'Christbaum', 'Christbäumlein', 'Erlenbaum', 'Eschenbaum', 'Feigeleinsbaum', 'Festbaum', 'Fichtenbäumchen', 'Fichtennadelbaum', 'Firstbaum', 'Föhrenbaum', 'Hahnenbaum', 'Hemmbaum', 'Henkelbaum', 'Heubaum', 'Hängebaum', 'Kirchweihbaum', 'Kirchweihbäumlein', 'Kirchweihsbaum', 'Kirmesbaum', 'Kirschbaum', 'Kirschenbaum', 'Kletterbaum', 'Kriecheleinbaum', 'Krüppelbaum', 'Langholzbaum', 'Laubbaum', 'Leiterbaum', 'Lichterbäumchen', 'Lärchenbaum', 'Lärchenbaumes', 'Mai', 'Maibaum', 'Maibäumlein', 'Maienbaum', 'Maienbäumchen', 'Mantelbaum', 'Mehlbeerenbaum', 'Mehlbeerleinsbaum', 'Oberleiterbaum', 'Ofenbaum', 'Pappelbaum', 'Pfingstbaum', 'Planbaum', 'Purzelbaum', 'Reisigbaum', 'Rußbaum', 'Sambaum', 'Samenbaum', 'Sandbaum', 'Schachtelbaum', 'Scherbaum', 'Schießbaum', 'Schlehenbaum', 'Schleifbaum', 'Schlittenbaum', 'Schmerbaum', 'Schrötbaum', 'Stinkbaum', 'Streubaum', 'Tannenbaum', 'Tragbaum', 'Trägerbaum', 'Unterleiterbaum', 'Vogelbaum', 'Vogelbeer', 'Vogelbeerbaum', 'Vogelbeerleinbaum', 'Vögelbaum', 'Vögelbeerbaum', 'Vögelbeerleinbaum', 'Vögelsbeerbaum', 'Vögelsbeerebaum', 'Vögelskirschebaum', 'Waldbaum', 'Watschenbaum', 'Wehrbaum', 'Weidenbaum', 'Wetterbaum', 'Wiesbaum', 'Würstchenbaum', 'Zukunftsbaum', 'Zwetschgenbaumes', 'Zündhölzleinsbaum']"
Blatt,"['Apfelblatter', 'Beerenblatter', 'Butterblatt', 'Butterblättlein', 'Dengelblättchen', 'Dengelblättlein', 'Dockenblatt', 'Dorfblättel', 'Dorfblättlein', 'Dorftagblatt', 'Duftblättlein', 'Dürrblättlein', 'Eiterblatt', 'Farnblatt', 'Feigenblatt', 'Feuerblättlein', 'Fraublättlein', 'Frauenblatt', 'Frauenblättel', 'Frauenblättlein', 'Geißblatt', 'Gemeindeblatt', 'Gemeindeblättlein', 'Geschmackblättlein', 'Grabblatt', 'Grabscheitblatt', 'Herzblatt', 'Herzblattel', 'Herzblattlein', 'Herzblättchen', 'Herzblättel', 'Herzblättlein', 'Herzelblättlein', 'Hetschenblättlein', 'Hufblatt', 'Kastanienblatt', 'Klappererblatt', 'Kleeblättlein', 'Knallblättchen', 'Knallblättlein', 'Knolleblätterpilz', 'Käsblättlein', 'Köhlblätter', 'Larvenblatt', 'Latterblatt', 'Lattichblatt', 'Lattleinsblatt', 'Latusablatt', 'Laubblätter', 'Lärchenblatt', 'Lärchenblättlein', 'Lärchesblatt', 'Lätterblatt', 'Magenblätter', 'Mohnblättlein', 'Nachrichtenblatt', 'Nussblatt', 'Ohnmachtsblättlein', 'Patakenblättlein', 'Pfauenblättlein', 'Pfefferminzblatt', 'Pfefferminzblättlein', 'Platschenblatt', 'Pulverblattlein', 'Pulverblättchen', 'Pulverblättlein', 'Rahmblatt', 'Rangesblättlein', 'Reibblatt', 'Riechblatt', 'Riechblättel', 'Riechblättlein', 'Rosenblatt', 'Rosenblättlein', 'Rotlaufblatt', 'Rübenblatt', 'Salbeiblatt', 'Scharblatt', 'Schaufelblatt', 'Scheißhausblättel', 'Schießblättchen', 'Schießblättlein', 'Schmeckblatt', 'Schmeckblättchen', 'Schmeckblättlein', 'Schmeckenblatt', 'Schmeckenblättel', 'Schmeckenblättlein', 'Schmeckensblättlein', 'Schmeckerblattlein', 'Schnakenblatt', 'Schnuffelblatt', 'Schnupperblatt', 'Schorerblatt', 'Schulterblättlein', 'Schwarzblättlein', 'Schwedenblatt', 'Sensenblatt', 'Sensenblättel', 'Sonntagsblättlein', 'Spannsägblatt', 'Spatenblatt', 'Stadtblättel', 'Stadtblättlein', 'Stechblatt', 'Stecheisenblatt', 'Stechscheitblatt', 'Sägblatt', 'Sägblattel', 'Sägblattlein', 'Sägblättel', 'Sägblättlein', 'Sägeblatt', 'Sägeblättlein', 'Sägenblatt', 'Sägenblattlein', 'Sägenblättlein', 'Tagblatt', 'Tagblattel', 'Tagblättlein', 'Tageblatt', 'Tagesblatt', 'Waldsägblatt', 'Wanzenblätter', 'Wochenblättel', 'Wochenblättlein', 'Zeitungsblättlein', 'Zündblattel', 'Zündblättchen', 'Zündblättel', 'Zündblättlein']"
Brei,"['Apfelbrei', 'Apfelsbrei', 'Apfelzwetschgenbrei', 'Beizelbrei', 'Bettelbrei', 'Bumserbrei', 'Erdapfelbrei', 'Erdbirnbrei', 'Erdbirnenbrei', 'Erdäpfelbrei', 'Erdäpfelsbrei', 'Erdäpfelsbreilein', 'Grießbrei', 'Grundbirnenbrei', 'Grundbirnensbrei', 'Grundbirnsbrei', 'Hafenbrei', 'Hiefenbrei', 'Hutzelbrei', 'Kartoffelbrei', 'Kartoffelsbrei', 'Katzenbrei', 'Krischenbrei', 'Lätschebrei', 'Matschbrei', 'Matschebrei', 'Obstbrei', 'Patakenbrei', 'Pflaumenbrei', 'Wulgerbrei', 'Wulgerleinbrei', 'Würgeleinbrei', 'Zwetschgenbrei', 'Zwetschgesbrei', 'Äpfelbrei']"
Brocken,"['Apfelbrocker', 'Beißbröckelchen', 'Brotbrocken', 'Einbrocken', 'Einbrockig', 'Eingebrockes', 'Eingebrockig', 'Eingebrockte', 'Eingebrocktes', 'Eingebröckeltes', 'Eisbrocken', 'Erdbirnenbröckelein', 'Erdbirnenbröcklein', 'Erdäpfelbrocken', 'Erdäpfelsbrocken', 'Erdäpfelsbröckelein', 'Erdäpfelsklößbrocken', 'Feldbrocken', 'Fettbröckelein', 'Grundbirnbröckelein', 'Grundbirnenbröckelein', 'Grundbirnklößbröckelein', 'Hitzbrocken', 'Holzbrocken', 'Hundsbrocken', 'Hütesbröckelein', 'Kaffeebrocken', 'Kandelsbrocken', 'Kandisbrocken', 'Kartoffelbröckelein', 'Kloßbröckelein', 'Klößbrandlein', 'Klößbrocken', 'Klößbröckelein', 'Klößebrocken', 'Klößebröckelchen', 'Klößebröckelein', 'Knödelbröckelein', 'Knödeleinbröckelein', 'Kohlenbrocken', 'Kotzbrocken', 'Kuchenbröckelein', 'Matschbrocken', 'Maulbröckelein', 'Mordsbrock', 'Mordsbrocken', 'Mordsbröckel', 'Nudelbröckelein', 'Nudelbröcklein', 'Platzbröckelein', 'Röstbröckelein', 'Saubrocken', 'Schinkenbröckelein', 'Schneebrocken', 'Semmelbrocken', 'Semmelbröckel', 'Semmelbröckelein', 'Sodabrocken', 'Spatzenbröckelein', 'Speckbrocker', 'Speckbröckel', 'Speckbröckelein', 'Steinbrocken', 'Stollenbröckelein', 'Weckbrocken', 'Weckbröckchen', 'Weckbröckel', 'Weckbröckelchen', 'Weckbröckelein', 'Weckbröcklein', 'Zuckerbrocken', 'Äpfelbrocker']"
Datsch,"['Apfeldatschi', 'Apfeldätscher', 'Apfeldötsch', 'Bettelmannsdatsch', 'Brotdatscher', 'Dotsch', 'Dotsche', 'Dütsche', 'Eierdatsch', 'Erdbirndatsche', 'Erdbirnendatsche', 'Erdäpfeldätsch', 'Erdäpfelsdotsche', 'Erdäpfelsdotschen', 'Erdäpfelsdutschlein', 'Erdäpfelsdätsch', 'Erdäpfelsdätsche', 'Erdäpfelsdätscher', 'Grundbirndatsche', 'Grundbirnendatsche', 'Grundbirnendatscher', 'Kartoffeldatsche', 'Kartoffeldatscher', 'Kartoffeldutschlein', 'Kartoffeldätscher', 'Kartoffelsdätscher', 'Knödelditschen', 'Korndatschel', 'Linkerdatsch', 'Luckidätsche', 'Reibdatsche', 'Reibedatsch', 'Reibedätsche', 'Reiberdatsch', 'Reiberdatsche', 'Reiberdatschen', 'Wasserdatsche', 'Zwetschgendatschi', 'Äpfeldätschlein']"
Haken,"['Apfelhaken', 'Aufsperrhaken', 'Bankhaken', 'Brunnenhäkel', 'Einhäkelung', 'Einhänghaken', 'Eisenhaken', 'Enterhaken', 'Fanghaken', 'Feuerhakel', 'Feuerhakelein', 'Feuerhaken', 'Feuerhäkel', 'Fingerhakeln', 'Fleischhaken', 'Floßhaken', 'Gewandhaken', 'Hemmschuhhaken', 'Holzhaken', 'Kettenhaken', 'Klammhaken', 'Kleiderhaken', 'Lichthaken', 'Misthaken', 'Neidhake', 'Neidhaklein', 'Neidhäkelein', 'Nesthakelein', 'Nesthaken', 'Nesthäcklein', 'Nesthäkchen', 'Nesthäkel', 'Nesthäkelein', 'Nesthäklein', 'Nestkhäkelein', 'Ofenhaken', 'Ofenhäkel', 'Pfaffenhaken', 'Queckenhaken', 'Reißhaken', 'Sammethaken', 'Scherhaken', 'Schillscheithaken', 'Schippenhaken', 'Schließhaken', 'Schnatthaken', 'Schürhaken', 'Schürhäkel', 'Schürhäkelein', 'Schürhäklein', 'Sensenhaken', 'Sperrhaken', 'Spitzbankhaken', 'Waaghaken', 'Wasserhäkel', 'Wetterhaken', 'Zughaken']"
Herz,"['Apfelherzel', 'Apfelherzlein', 'Hasenherz', 'Lehrerherzelein']"
Kammer,"['Apfelkammer', 'Bettkammer', 'Fechtkammer', 'Futterkammer', 'Futterkämmerlein', 'Gerümpelkammer', 'Graskammer', 'Halmkammer', 'Hennenkammer', 'Lumpenkammer', 'Nebenkammer', 'Plempelkammer', 'Pumserkammer', 'Rumpelkammer', 'Rübenkammer', 'Schlafkammer', 'Schlafkämmerlein', 'Speisekammer', 'Stubenkammer', 'Stubenskammer']"
Kasten,"['Apfelkasten', 'Ascherkasten', 'Bettkasten', 'Blumenkasten', 'Briefkasten', 'Brotkasten', 'Brotkästlein', 'Brutkasten', 'Dreschkasten', 'Esskästlein', 'Federkasten', 'Federkästlein', 'Fiedelkasten', 'Futterkasten', 'Gemeindekasten', 'Geschirrkasten', 'Gewandkasten', 'Glaskasten', 'Griffelkasten', 'Griffelkästlein', 'Hamsterkasten', 'Hirnkastel', 'Holzkasten', 'Jammerkasten', 'Kartoffelkasten', 'Klapperkasten', 'Kleiderkasten', 'Kleiekasten', 'Klimperkasten', 'Kohlenkasten', 'Kommodenkasten', 'Kratzkasten', 'Kreuzkasten', 'Küchenkasten', 'Lahmkasten', 'Leierkasten', 'Malkasten', 'Mehlkasten', 'Mordskasten', 'Narrenkasten', 'Nistkasten', 'Nistkästlein', 'Rechenkastel', 'Rechenkasten', 'Rechenkastlein', 'Rechenkästlein', 'Riesenkasten', 'Rohrkasten', 'Rumpelkasten', 'Röhrenkasten', 'Salzkasten', 'Salzkästel', 'Salzkästlein', 'Schieferkasten', 'Schieferkästel', 'Schieferkästlein', 'Schlittkästlein', 'Schreibzeugkästchen', 'Schrotkasten', 'Schulkasten', 'Speisekasten', 'Spitzkästlein', 'Starenkasten', 'Starenkästlein', 'Starenskasten', 'Stiftkasten', 'Stiftkästlein', 'Stiftleinskasten', 'Stiftleinskästlein', 'Säukasten', 'Tischkasten', 'Treberkasten', 'Tuschkasten', 'Vogelkastel', 'Vogelkasten', 'Vogelskasten', 'Vorratskasten', 'Vögelskasten', 'Vögelskästlein', 'Wasserkasten', 'Weißzeugkasten', 'Wimmerkasten', 'Wäschekasten', 'Wäschkasten']"
Kiste,"['Apfelkiste', 'Apfelkistlein', 'Aussteuerkiste', 'Bettkiste', 'Dampfkiste', 'Fettkiste', 'Fleischkiste', 'Flohkiste', 'Futterkiste', 'Futterkistlein', 'Futtermehlkiste', 'Holzkistlein', 'Klapperkiste', 'Kleiekiste', 'Kraftfutterkiste', 'Kratzkiste', 'Kratzkistlein', 'Käsekiste', 'Käskiste', 'Obstkiste', 'Raffelkiste', 'Rappelkiste', 'Rumpelkiste', 'Salzkiste', 'Salzkistlein', 'Schepperskiste', 'Schrotkiste', 'Schrottkiste', 'Starenkiste', 'Trampelkiste', 'Viehsalzkiste']"
Krapfen,"['Apfelkrapfen', 'Apfelkrapflein', 'Apfelkräpflein', 'Erdbirnenkräpflein', 'Erdbirnkrapflein', 'Erdäpfelkräpflein', 'Faschingskrapfen', 'Fleischkrapflein', 'Fleischkräpfchen', 'Grundbirnenkrapflein', 'Grundbirnenkräpflein', 'Grundbirnkrapfen', 'Grundbirnkrapflein', 'Grundbirnkräpflein', 'Hackfleischkräpflein', 'Handkrapfen', 'Hutkrapfen', 'Kartoffelkrapflein', 'Kartoffelkräpfchen', 'Kartoffelkräpflein', 'Kirchweihkrapfen', 'Kirchweihskrapfen', 'Stumpeskrapfen', 'Wasserkrapfen', 'Zwetschgenkrapfen', 'Äpfelkräpflein', 'Äpfelskräpflein']"
Kreben,"['Apfelkrebelein', 'Apfelkreben', 'Futterkreben', 'Henkelkreben', 'Huckelkreben', 'Pflückkreblein', 'Steinkreben']"
Krätze,"['Apfelkrätze', 'Apfelkrätzlein', 'Armkrätze', 'Blattkrätze', 'Brockkrätze', 'Erdapfelkrätzlein', 'Erdbirnenkrätzlein', 'Erdäpfelskrätze', 'Futterkrätze', 'Kartoffelkrätzlein', 'Leerkrätze', 'Steinkrätze', 'Streukrätze', 'Wäschekrätze', 'Wäschkrätze']"
Kopf,"['Apfelköpflein', 'Balkenkopf', 'Barrasdickkopf', 'Barraskopf', 'Baumkopf', 'Bayernkopf', 'Beetkopf', 'Beinkopf', 'Beißkopf', 'Blaschkopf', 'Blitzkopf', 'Brauskopf', 'Brozkobf', 'Bubikopf', 'Buchkopf', 'Bürstenkopf', 'Dachskopf', 'Dengelkopf', 'Dickkopf', 'Dickkopfeter', 'Dickköpflein', 'Dorschenkopf', 'Dummkopf', 'Dutzikopf', 'Döskopf', 'Erbsenkopf', 'Erdbirnenkopf', 'Feldkopf', 'Fettkopf', 'Flaschenkopf', 'Froschkopf', 'Gaulskopf', 'Geschwollkopf', 'Gießerkopf', 'Gießkannenkopf', 'Gießkopf', 'Gipskopf', 'Glanzkopf', 'Glatzkopf', 'Glatzköpfeter', 'Glatzköpfiger', 'Grindkopf', 'Großkopf', 'Großköpfeter', 'Grützkopf', 'Gulaschkopf', 'Heukopf', 'Hitzekopf', 'Hitzkopf', 'Hohlkopf', 'Holzkopf', 'Hundskopf', 'Igelkopf', 'Igelskopf', 'Kahlkopf', 'Kalbskopf', 'Kappeskopf', 'Katzenkopf', 'Kehlkopf', 'Kindskopf', 'Klößkopf', 'Knallkopf', 'Knorzkopf', 'Knurrenkopf', 'Krauskopf', 'Krautskopf', 'Kreuzkopf', 'Käseköpper', 'Kürbiskopf', 'Lockenköpflein', 'Läusekopf', 'Mohnköpflein', 'Mohrenkopf', 'Mostkopf', 'Muffkopf', 'Mückenköpflein', 'Ochsenkopf', 'Pappelkopf', 'Pappkopf', 'Patschkopf', 'Pfeifenkopf', 'Pferdkopf', 'Pfettenkopf', 'Pfälzerköpfel', 'Plattkopf', 'Plattköpfiger', 'Pletzkopf', 'Quatschkopf', 'Queckenkopf', 'Querkopf', 'Rappelkopf', 'Rosskopf', 'Rupfkopf', 'Ruschelkopf', 'Salatkopf', 'Saudickkopf', 'Saukopf', 'Schafkopf', 'Schafkopfen', 'Schafskopf', 'Schmalzkopf', 'Schmarrkopf', 'Schrumpelkopf', 'Schwachkopf', 'Schwefelkopf', 'Schweinskopf', 'Schwollkopf', 'Schwätzkopf', 'Schüttelkopf', 'Seiherkopf', 'Sensenkopf', 'Sprengkopf', 'Spritzkopf', 'Starrkopf', 'Starrzkopf', 'Stiftekopf', 'Streitkopf', 'Strohkopf', 'Strubbelkopf', 'Sturkopf', 'Stutzkopf', 'Säukopf', 'Tassenkopf', 'Trotzkopf', 'Trotzköpflein', 'Vorkopf', 'Vorschussbalkenkopf', 'Wasserkopf', 'Weidenkopf', 'Wirrkopf', 'Wuschelkopf', 'Zottelkopf']"
Most,"['Apfelmost', 'Hollermost', 'Pfarrmost']"
Mus,"['Apfelmus', 'Apfelzwetschgenmus', 'Erdbirnenmus', 'Kartoffelmus', 'Marmeladenmus', 'Mischmus', 'Pflaumenmus', 'Rührigmus', 'Zwetschgenmus', 'Zwetschgenmuserig', 'Äpfelmus']"
pflücken,"['Apfelpflücken', 'Apfelpflücker', 'Beerenpflücker', 'Beerpflücker', 'Brombeerenpflücker', 'Heidelbeerenpflücker', 'Reisigpflücken', 'Schwarzbeerpflücker', 'Trumpelpflücker', 'Äpfelpflücke']"
Pfanne,"['Apfelpfännkelein', 'Dachpfanne', 'Dickpfanne', 'Grumbirnpfankel', 'Grundbirnennpfankel', 'Grundbirnenpfankel', 'Grundbirnenpfankelein', 'Grundbirnenpfankich', 'Grundbirnenpfannkel', 'Grundbirnenpfannkelein', 'Grundbirnenpfänkelein', 'Grundbirnpfankel', 'Grundbirnpfankelein', 'Hefeklößepfanne', 'Kartoffelpfankel', 'Mehlpfankel', 'Omelettenpfanne', 'Schlüsselbeinpfanne', 'Stumpespfankel', 'Stumpespfannkel', 'Wasserpfanne', 'Äpfelpfännkelein']"
Prapps,"['Apfelprampes', 'Gerstenprapps', 'Mehlpramslöffel', 'Prampes', 'Stumpesprapps']"
Saft,"['Apfelsaft', 'Gerstensaft', 'Holdersaft', 'Hollersaft', 'Holundersaft', 'Hopfensaft']"
Schelfe,"['Apfelschelfe', 'Eierschelfe', 'Eierschelflein', 'Eisschelfe', 'Erdbirnenschelfe', 'Erdbirnschelfe', 'Erdäpfelschelfe', 'Gackeleinschelfe', 'Gackeleinsschelfe', 'Grundbirnenschelfe', 'Kartoffelschelfe', 'Körnleinschelfe', 'Patakenschelfe', 'Patakenschelfl', 'Patakenschelfm', 'Stachelbeerelschelfe', 'Stachelbeerschelfe', 'Äpfelschelfe']"
Schelze,"['Apfelschelze', 'Beerenschelze', 'Eisschelze', 'Erdbirnenschelze', 'Erdäpfelschelze', 'Rasenschnelze', 'Äpfelschelze']"
Schimmel,"['Apfelschimmel', 'Barrasschimmel', 'Grauschimmel', 'Schimmelein']"
schnitzen,"['Apfelschnitz', 'Erdbirnenschnitz', 'Erdbirnschnitz', 'Erdbirnschnitzelein', 'Erdäpfelschnitz', 'Erdäpfelschnitzlein', 'Erdäpfelsschnitz', 'Griffelschnitzer', 'Grundbirnenschnitze', 'Grundbirnschnitz', 'Holzgeschnitzter', 'Hutzelschnitz', 'Kartoffelklößschnitze', 'Kartoffelschnitz', 'Katzenschnitzer', 'Kloßschnitz', 'Knöpfeschnitze', 'Kässchnitzer', 'Patakenschnitz', 'Pemperschnitzer', 'Rübenschnitz', 'Schlappenschnitzer', 'Schleißenschnitzer', 'Schnipselein', 'Spanschnitzer', 'Zitronenschnitz', 'Zuckerrübenschnitzel', 'Äpfelschnitzlein']"
spalten,"['Apfelspalge', 'Apfelspalglein', 'Apfelspälglein', 'Haarspalt', 'Lausspalt']"
Strudel,"['Apfelstrudel', 'Erdbirnstrudel', 'Äpfelstrudel']"
Wein,"['Apfelwein', 'Champagnerwein', 'Eierwein', 'Gänsewein', 'Hampererwein', 'Hiefenwein', 'Hieftenwein', 'Hieftwein', 'Holderwein', 'Hollerbeerenwein', 'Hollerwein', 'Holunderwein', 'Perlwein', 'Schaumwein', 'Schlehenwein', 'Soldatenwein', 'Wermutwein', 'Äpfelwein']"
Mütze,"['Apfelweinmütze', 'Bambelmütze', 'Barrasmütze', 'Barrasmützlein', 'Baskenmütze', 'Bischofsmütze', 'Bommelmütze', 'Bompelmütze', 'Bubenmütze', 'Bummelmütze', 'Bümmelmütze', 'Dollenmütze', 'Hockeymütze', 'Karusellschiebersmütze', 'Luckimütze', 'Patschmütze', 'Pudelmütze', 'Radfahrmütze', 'Reisemütze', 'Schiebermütze', 'Schildmütze', 'Schirmmütze', 'Schlafmütze', 'Schlägermütze', 'Schottenmütze', 'Sonntagmütze', 'Sportmütze', 'Stenzenmütze', 'Strickmütze', 'Troddelmütze', 'Trollermütze', 'Zipfelmütze', 'Zobelmütze']"
schleichen,"['Apostelschleicher', 'Erbschleicher', 'Erbschleicherei', 'Erbschleicherin', 'Hereingeschlichener', 'Jerusalemsschleicher', 'Jesusschleicher', 'Kapuzinerschleicher']"
Happen,"['Appetithäppchen', 'Brothapplein']"
glotzen,"['Aprilglotzer', 'Aprilsglotzer', 'Brillenglotzer', 'Brillenglotzerin', 'Brillenglötzerin', 'Eierglotzer', 'Geißglotz', 'Glotzofon', 'Marktglotzer', 'Märzglotzer', 'Sauglotzer', 'Säuglotzer']"
gucken,"['Aprilgucker', 'Brillengucker', 'Brillenguckerin', 'Himmelgucken', 'Hühnergucke', 'Mädleingucker', 'Mädleinsgucker', 'Schlaggucke', 'Sterngucker', 'Sternguckerin', 'Säuguckelein']"
Gacks,"['Aprilgäckel', 'Arschgackes', 'Fasenachtsgack', 'Gickes', 'Poppesgäckes']"
Matsch,"['Aprilmatsch', 'Dreckmatsch', 'Dreckmatscher', 'Saumatsch', 'Schlammatsch', 'Schneegematsch', 'Schneematsch', 'Schneematschig', 'Tenngematsche', 'Tenngemätsche']"
Max,['Aprilmax']
sausen,"['Aprilsauser', 'Schluchtensauser', 'Windsause']"
Schauder,['Aprilschaudern']
Schauer,"['Aprilschauer', 'Schneeschauer']"
schicken,['Aprilschickel']
Schloße,['Aprilschloße']
Schote,"['Aprilschote', 'Hasenschote', 'Mannsbilderschote', 'Taubenschote', 'Weibsbilderschote']"
Schuster,"['Aprilschuster', 'Flickschusterei', 'Galoppschuster', 'Krawallschuster', 'Krawallschusterin', 'Narrenschuster', 'Windschuster']"
Sturm,"['Aprilsturm', 'Glockensturm', 'Glockenstürmer', 'Mordsstürmer', 'Schneesturm', 'Wirbelsturm']"
stöbern,"['Aprilstöberer', 'Aprilstöbern', 'Frühjahrsstöberei', 'Frühjahrsstöbern', 'Frühjahrstöber', 'Schneegestöber', 'Schneestöberer']"
Trasch,['Apriltrasch']
Bagage,['Araberbagage']
Biene,"['Arbeitsbiene', 'Erdbiene', 'Hausbiene', 'Jungbiene', 'Mehlbiene', 'Mistbiene', 'Pappelbiene', 'Weiselbiene']"
Bluse,"['Arbeitsbluse', 'Arbeitsblusen', 'Kirchweihblüslein', 'Stallbluse']"
Frack,"['Arbeitsfrack', 'Bierfrack', 'Kirchenfrack', 'Kirchenfräcklein', 'Kirchweihfrack', 'Schössfrack', 'Schößelfrack', 'Spatzenfrack', 'Spenzerfrack', 'Stadelfrack', 'Stadterfrack', 'Stadtfrack', 'Stadtfräckchen']"
hetzen,"['Arbeitshetzer', 'Aufhetzer', 'Mordshetze', 'Saugehetz', 'Sauhetze']"
Montur,"['Arbeitsmontur', 'Ausgehmontur', 'Barrasmontur', 'Kirchweihmontur', 'Sonntagmontur', 'Sonntagsmontur', 'Sonntagsnachmittagsausgehmontur', 'Werktagsmontur', 'Übermontur']"
Tier,"['Arbeitstier', 'Handtier', 'Haustier', 'Haustierlein', 'Klauentiere', 'Kleintier', 'Kleintierzüchter', 'Schmaltier', 'Schneckentierlein', 'Stinktier', 'Trampeltier', 'Wildtier']"
