Lemma,Grundform 
laufen,"['Ablauf', 'Ablaufer', 'Allerweltslaufer', 'Anlauf', 'Anlaufen', 'Auflaufer', 'Auslauf', 'Ausläufer', 'Dahergelaufener', 'Davongelaufener', 'Davonlaufen', 'Eierlauf', 'Einhingelaufener', 'Einlauf', 'Eisenlauf', 'Eislaufen', 'Freilauf', 'Füllenslauf', 'Gassatenläufer', 'Geflügelauslauf', 'Hasenläufer', 'Hemdläufer', 'Hereingelaufenen', 'Hereingelaufener', 'Hergelaufene', 'Hergelaufener', 'Herumläufer', 'Hinterlauf', 'Hühnerlauf', 'Jungläufer', 'Katzenläufer', 'Kirchenläufer', 'Landläufer', 'Leben', 'Marktläufer', 'Mordslauferei', 'Nachlauf', 'Nachlauferleins', 'Rehlauf', 'Rundlauf', 'Schlittenlauf', 'Schlittschuhelaufen', 'Schlittschuhlauf', 'Trablaufen', 'Umlauf', 'Vorderlauf', 'Vorlauf', 'Wasserlauf', 'Zugelaufene', 'Zugelaufener', 'Zusammengelaufene', 'herumlaufen', 'Überlauf', 'Überlaufen', 'Überläufer']"
graben,"['Ablaufgraben', 'Abwendgraben', 'Abziehgraben', 'Abzugsgraben', 'Adelgrube', 'Bachgraben', 'Besuchsgräbelein', 'Bettgräbelein', 'Böschungsgraben', 'Chausseegraben', 'Dolgraben', 'Drainagegraben', 'Drainiergraben', 'Entwässerungsgraben', 'Erdbirnengraben', 'Erdbirnengraber', 'Erdbirnengraberer', 'Erdäpfelgräber', 'Fettgraben', 'Flutgraben', 'Geißgraben', 'Grundbirnengraben', 'Herumgraber', 'Hohlergraben', 'Hohlgraben', 'Kartoffelgraben', 'Kartoffelgraber', 'Katzengraben', 'Kirchweihausgraben', 'Kulturgraben', 'Lachgraben', 'Lachgräbelein', 'Landgraben', 'Läusegraben', 'Massengrab', 'Mordsgraben', 'Patakengraben', 'Patakengraber', 'Pumsergraben', 'Raingraben', 'Rübengraben', 'Schanzgraben', 'Schatzgräber', 'Scheidgraben', 'Schlitzgraben', 'Schränzgraben', 'Schwegelgraben', 'Seitengraben', 'Sickergraben', 'Steckengraber', 'Steingraben', 'Stockgräber', 'Straßengraben', 'Straßgraben', 'Straßgräblein', 'Stöckegraber', 'Stöckgraber', 'Sumpfgraben', 'Totengräberfinger', 'Wassergrabelein', 'Wassergraben', 'Wassergräbchen', 'Wassergräbelein', 'Wassergräbenlein', 'Wiesengraben', 'Wiesengräblein', 'Wässergraben', 'Wässerungsgraben', 'Zuggraben']"
Maschine,"['Ablegmaschine', 'Bundmaschine', 'Dampfdreschmaschine', 'Dampfmaschine', 'Dreschmaschine', 'Dreschmaschiner', 'Dreschmaschinist', 'Erdbirnenmaschine', 'Grundbirnenherausmachmaschine', 'Grundbirnenmaschine', 'Grundbirnsmaschine', 'Heumaschinen', 'Händsämaschine', 'Kartoffelmaschine', 'Kleesamenmaschinlein', 'Kleesämaschine', 'Mordsmaschine', 'Mähmaschine', 'Mähmaschinendreschen', 'Patakenmaschine', 'Plärrmaschine', 'Pressmaschine', 'Schleudermaschine', 'Schreibmaschine', 'Schreibmaschinenmamsell', 'Stiftmaschine', 'Stopfmaschine', 'Stürzmaschine', 'Sämaschine', 'Sämaschinel', 'Sämaschinlein', 'Tretmaschine', 'Waschmaschine', 'Zugmaschine']"
leiten,"['Ableiter', 'Ableitung', 'Blitzableiter', 'Wasserleitung']"
lesen,"['Ablese', 'Ablesen', 'Aufleser', 'Ausgelesene', 'Beerenleser', 'Erdbirnenlese', 'Erdäpfelauflese', 'Erdäpfelauflesen', 'Erdäpfeleinlesen', 'Erdäpfellese', 'Erdäpfellesen', 'Erdäpfelsauflesen', 'Erdäpfelslese', 'Erdäpfelslesen', 'Erdäpfelsleserei', 'Erdäpfelszusammenlesen', 'Grundbirnenlese', 'Grundbirnenlesen', 'Grundbirnenzusammenlesen', 'Grundbirnenzusammenleses', 'Kartoffelauflese', 'Kartoffellese', 'Kartoffellesen', 'Kartoffelzusammenlesen', 'Nachlese', 'Obstauflesig', 'Patakenlesen', 'Steinelesen', 'Traubenlese', 'Träubellese', 'Träubelslese', 'Ährleinslesen', 'Ährleinsleser', 'Ährlesen']"
los,"['Ablösegeld', 'Appetitlosigkeit', 'Auflösig', 'Heilloser', 'Hörnerlose', 'Kopfloser', 'Rücksichtsloser', 'Treulose']"
machen,"['Abmachen', 'Abmachung', 'Allerweltsuntereinandermacher', 'Amahdmachen', 'Angemachte', 'Angemachtes', 'Anmachen', 'Aufmacher', 'Ausgemachtes', 'Ausmacher', 'Ausmacherin', 'Bahnmacher', 'Ebiggemachtes', 'Eingemachtes', 'Faxenmacher', 'Fertigmachen', 'Feuermachen', 'Futtermachen', 'Gaudimacher', 'Gaudimacherin', 'Geschreimaulende', 'Gewürgmacherin', 'Großmacher', 'Großmacherl', 'Großreinemachen', 'Grundbirnenausmachen', 'Grundbirnenherausmachen', 'Grundbirnensausmachen', 'Haaremachen', 'Hadermacher', 'Hasenmachen', 'Hausgemachte', 'Heftleinsmacher', 'Heiratsbekanntmachung', 'Herabmachen', 'Hereingemachte', 'Hereingemachter', 'Heumachen', 'Holzmachen', 'Holzmacher', 'Händelmacher', 'Jungemacher', 'Kalendermacher', 'Kartoffelausmachen', 'Kartoffelherausmachen', 'Katzelmachen', 'Katzelmacher', 'Katzenmachen', 'Katzenmacher', 'Knicksleinsmacher', 'Krachmacher', 'Krachmacherin', 'Krawallmacher', 'Krawallmacherin', 'Krämpfmacher', 'Lachetmacher', 'Leimmacher', 'Leutausmacherin', 'Leuteausmacher', 'Lochmacher', 'Lärmemacherin', 'Maulaufmachen', 'Maulmacher', 'Miesmacher', 'Miesmacherin', 'Minusmacher', 'Neugemachte', 'Plempeleinsmacher', 'Radaumacher', 'Radaumacherin', 'Saumacher', 'Schlafgemach', 'Schönmach', 'Schönmachen', 'Siebmacher', 'Spaßmacher', 'Spirenzenmacher', 'Sprüchemacher', 'Sprüchmacher', 'Spukmacher', 'Spüchmacher', 'Türaufmacher', 'Walzelmachen', 'Wegmachen', 'Wettermacher', 'Wichtigmacher', 'Wissmacher', 'Witzmacher', 'Zusammengemachtes', 'Zusammenmachen', 'langmachen']"
Sense,"['Abmachsense', 'Anhausensel', 'Aufräumsense', 'Bleusense', 'Bogensense', 'Bogensensel', 'Einmähsense', 'Einwendsense', 'Flattersense', 'Flügelsense', 'Gereffsense', 'Getreidesense', 'Getreidesensel', 'Getreidsensenwurf', 'Gittersense', 'Grassense', 'Grassensel', 'Korbsense', 'Laschensense', 'Laschsense', 'Reffelsense', 'Reffsense', 'Schnittsense', 'Senfsense', 'Tuchsense', 'Wackelsense', 'Widmähersense', 'Wurfsense', 'Wurfsensel']"
Milch,"['Abmilch', 'Biestermilch', 'Biestmich', 'Biestmilch', 'Bistmilch', 'Blaumilch', 'Blechmilch', 'Blutmilch', 'Brunstmilch', 'Buttermilch', 'Bärenmilch', 'Bätzeleinsmilch', 'Dickmilch', 'Dünnmilch', 'Erstlingsmilch', 'Erstmilch', 'Fegmilch', 'Frühmilch', 'Geißmilch', 'Grommilch', 'Harzmilch', 'Hexenmilch', 'Jungmilch', 'Kalbsmilch', 'Klumpenmilch', 'Kolostrummilch', 'Koppeleinsmilch', 'Kälberkuhmilch', 'Kälbermilch', 'Käsemilch', 'Käsmilch', 'Leiermilch', 'Magermilch', 'Milchdüppen', 'Milzmilch', 'Mockeleinmilch', 'Muttermilch', 'Neuntagemilch', 'Neuntagsmilch', 'Obermilch', 'Pechmilch', 'Priestermilch', 'Röggleinsmilch', 'Sauermilch', 'Saumilch', 'Schalmilch', 'Scheelmilch', 'Schleudermilch', 'Schlickermilch', 'Schlippmilch', 'Schluckeleinsmilch', 'Schludermilch', 'Schüsselmilch', 'Stockmilch', 'Stöcketmilch', 'Stöcktmilch', 'Säuleinsmilch', 'Teufelsmilch', 'Wassermilch', 'Wolfsmilch', 'Zentrifugmilch', 'Zentrifugsmilch', 'Ziebeleinsmilch']"
nehmen,"['Abnehmer', 'Abnehmes', 'Aufnehmen', 'Aufnehmer', 'Ausgenommenes', 'Ausnahme', 'Ausnahmgeld', 'Ausnahmsgeld', 'Herausnahme', 'Mitnehmer', 'Strohwegnehmer', 'Wegnehmer', 'Wegnehmerer', 'Zunehmen', 'Zunehmender', 'Zunehmendes', 'Zunehmes', 'Zunehmet', 'Zunehmeter', 'Zunehmetes', 'Übernahme', 'Übernahmschuld', 'Übernehmen']"
Deckel,"['Abortdeckel', 'Augendeckel', 'Bierdeckel', 'Bierdeckelein', 'Bierflaschendeckelein', 'Düppendeckel', 'Fettdeckel', 'Flaschendeckel', 'Flaschendeckelein', 'Groppendeckel', 'Hafendeckel', 'Hochzeitsdeckel', 'Kappendeckel', 'Kochdeckel', 'Kronendeckelein', 'Pappdeckel', 'Pfannendeckel', 'Pfauendeckel', 'Pfeifendeckel', 'Platzdeckel', 'Schabbesdeckel', 'Schimmeldeckel', 'Sonnendeckel', 'Sonnendeckelein', 'Speckdeckel', 'Topfdeckel', 'Verschlussdeckel']"
Schlauch,"['Abortschlauch', 'Gartenschlauch', 'Ofenschlauch']"
Würfel,"['Abortwürfel', 'Brunzwürfel', 'Brunzwürfelein', 'Desinfektionswürfel', 'Duftwürfel', 'Goldwürfelein', 'Klowürfel', 'Nudelwürfelein', 'Pissrinnenwürfel', 'Platzwürfelein', 'Rasenwürfel', 'Riechwürfel', 'Schiffwürfel', 'Seichrinnenwürfel', 'Seichwürfel', 'Semmelwürfel', 'Stinkwürfel', 'Weckwürfel', 'Weckwürfelein']"
pecken,['Abpecken']
Pfeife,"['Abpfeifer', 'Fußballpfeifer', 'Pfeifelein', 'Pfeifer', 'Pfeiflein']"
platzen,"['Abplätze', 'Abplätzig', 'Altarsplätzer', 'Bauchplatzer', 'Bauchplätzer', 'Bettplatzer', 'Hereingeplatzer', 'Mordsplatze', 'Mostplatzer', 'Schindplatzer']"
Becken,"['Abputzbeckel', 'Abwaschbecken', 'Abwaschbecklein', 'Buttenbecken', 'Handbeckel', 'Handbeckelein', 'Handbecken', 'Handbecklein', 'Tränkbecken', 'Tränkebecken', 'Tränkerbecken', 'Waschbeckel', 'Waschbecken', 'Waschbecklein', 'Wasserbecken']"
Gerät,"['Abputzgerät', 'Handsägerät', 'Heugerät', 'Kleesägerät']"
Hader,"['Abputzhader', 'Abspülhader', 'Abtrockenhader', 'Abtrockenhaderl', 'Abtrockenhaderlein', 'Abtrockenhäderlein', 'Abwaschhader', 'Anfasshadern', 'Aufspülhader', 'Aufspülhaderl', 'Aufspülhäderlein', 'Aufwaschhader', 'Aufwaschhädel', 'Aufwaschhäderlein', 'Aufwischhader', 'Bankhader', 'Bänkhader', 'Feghader', 'Feghadere', 'Geschirrhader', 'Hader', 'Handhader', 'Herdhader', 'Küchenhader', 'Ofenhader', 'Putzhader', 'Rohrhader', 'Röhrenhader', 'Schmeichhader', 'Seichhader', 'Spülhader', 'Spülhadern', 'Topfhader', 'Waschhader', 'Waschhäderlein', 'Wischhader', 'Zusammenfeghader', 'Zusammenräumhader', 'Zusammenwaschhader', 'Zusammenwischhader']"
Schaufel,"['Abputzschäufelein', 'Ackerschäufelein', 'Ackerschäuferl', 'Ackerschäuflein', 'Aschenschäufelein', 'Backschaufel', 'Backschauferl', 'Besenschaufel', 'Blechschaufel', 'Bützigschaufel', 'Bützigschäufelein', 'Dreckaufschaufel', 'Dreckschaufel', 'Dreckschäufelein', 'Dreckschäuferl', 'Erdschaufel', 'Fruchtschaufel', 'Früchtschaufel', 'Getreideschaufel', 'Getreidewendschaufel', 'Grabschaufel', 'Grundbirnenschäufelein', 'Halmschaufel', 'Handschaufel', 'Handschäufelein', 'Hebschaufel', 'Holzschaufel', 'Kartoffelschäufelein', 'Kehr(er)schaufel', 'Kehrerschaufel', 'Kehretschaufel', 'Kehrichschaufel', 'Kehrichschäufelein', 'Kehrichtschaufel', 'Kehrichtschäufelein', 'Kehrkotschaufel', 'Kehrschaufel', 'Kehrschäufelein', 'Kehrwischschaufel', 'Kohlenschaufel', 'Kohlenschäufelein', 'Kohleschaufel', 'Kornschaufel', 'Kotschaufel', 'Krautschaufel', 'Küchenschaufel', 'Küchenschäufelein', 'Kücheschaufel', 'Maulwurfsschaufel', 'Metallschaufel', 'Mischschaufel', 'Ofenschaufel', 'Pflugschaufel', 'Pflugschäufelein', 'Reutenschauferl', 'Reutenschäufelein', 'Reutenschäuferl', 'Reutschaufelein', 'Reutschäufelein', 'Reutstecken', 'Räumschaufel', 'Sandschaufel', 'Schafschaufel', 'Schanzschaufel', 'Scharschaufel', 'Scheeschaufel', 'Scherschaufel', 'Schneeschaufel', 'Schäufelein', 'Spatenschaufel', 'Stechschaufel', 'Stoßschaufel', 'Strohschaufel', 'Stubenschäufelein', 'Teigschäufelein', 'Totengräberschaufel', 'Trittschaufel', 'Trittschäufel', 'Trittschäufelein', 'Türschäufel', 'Türschäufelein', 'Wendeschaufel', 'Worfschaufel', 'Wurfschaufel', 'Wörfelschaufel', 'Wörfschaufel', 'Zugschaufel', 'Äschenschäufelein']"
Schüssel,"['Abputzschüssel', 'Abrahmschüssel', 'Abwaschschüssel', 'Abwischschüssel', 'Backschüsselein', 'Butterschüssel', 'Dickmilchschüssel', 'Hafenschüssel', 'Handschüssel', 'Handschüsselein', 'Kaffeeschüssel', 'Milchschüssel', 'Molkeschüssel', 'Mordsschüssel', 'Platzschüssel', 'Rahmschüssel', 'Salzschüssel', 'Salzschüsselein', 'Schlachtschüssel', 'Schleuderschüssel', 'Schwemmschüssel', 'Seihschüssel', 'Spülschüssel', 'Suppenschüssel', 'Tonschüssel', 'Tönerschüssel', 'Waschschüssel', 'Waschschüsselein', 'Wasserschüssel']"
Schuh,"['Abrahamschuh', 'Abrahamsschuh', 'Apostelschuh', 'Bauernschuh', 'Bockschuster', 'Christusschuh', 'Daumenhandschuh', 'Eisschlittschuh', 'Fausthandschuh', 'Flexibelschuh', 'Franziskanerschuh', 'Glacéhandschuh', 'Gleitschuh', 'Handschuh', 'Handschuhel', 'Handschuhlein', 'Handvollhandschuh', 'Hausschuh', 'Hemmschuh', 'Holzhandschuh', 'Jesusschuh', 'Judenschuh', 'Kapuzinerschuh', 'Leuchsenschuh', 'Leuchstenschuh', 'Linkshandschuh', 'Platzhandschuh', 'Radschuh', 'Riemchensschuh', 'Riemeleinschuh', 'Riemeleinsschuh', 'Riemenleinschuh', 'Riemenleinsschuh', 'Riemenschuh', 'Riemenschuhe', 'Riemleinschuh', 'Riemleinsschuh', 'Röhrenschuh', 'Schlappschuh', 'Schleifschuh', 'Schlittschuh', 'Schnallenschuh', 'Schneehemmschuh', 'Schneeschlittschuh', 'Schnürschuh', 'Schuhcremeschächtelein', 'Schuhputzschächtelein', 'Schuhschächtelein', 'Schuhschäufelein', 'Schuhwichsschächtelein', 'Werktagsschuh', 'Überhandschuh']"
Kuh,"['Abrahamskuh', 'Achatskühlein', 'Almhauskuh', 'Anderlingskühlein', 'Aprilkuh', 'Armeleutekuh', 'Armeleutskuh', 'Bierkuh', 'Bleikuh', 'Bleikühlein', 'Blessekuh', 'Blesskuh', 'Blindekuh', 'Blähkühlein', 'Bratwurstkühlein', 'Butzelkuh', 'Butzelkühlein', 'Eisenbahnerkuh', 'Erstlingskühlein', 'Fichtenbutzelkuh', 'Fichtenkuh', 'Fleischkuh', 'Föhrenbutzelkuh', 'Föhrenkuh', 'Geltkuh', 'Hasenkuh', 'Hasenkuhhöck', 'Hirtenkühlein', 'Johanniskühlein', 'Judenkuh', 'Kalbinkuh', 'Kellerkuh', 'Kienföhrenbutzelkuh', 'Kuhkälblein', 'Kälberkuh', 'Mainkuh', 'Melkkuh', 'Milchkuh', 'Milchkühlein', 'Mockelkühlein', 'Mooskuh', 'Mooskühlein', 'Mutterkuh', 'Petzkuh', 'Rotzkühlein', 'Saufkuh', 'Schutzekuh', 'Seichkuh', 'Tannenkühlein']"
raufen,"['Abraufer', 'Beerenraufer', 'Fressraufe', 'Futterraufe', 'Futterreff', 'Geißrauferei', 'Gitterraufe', 'Haarraufige', 'Heuraufe', 'Heuraufen', 'Heuräufe', 'Raufe', 'Schafraufe', 'Schlupfraufe', 'Schneeraufe', 'Schneeräufer', 'Viechraufe', 'Viehraufe']"
Zeug,"['Abrechzeug', 'Affenzeug', 'Afterszeug', 'Allerweltszeug', 'Anziehzeug', 'Aufspülzeug', 'Backzeug', 'Barraszeug', 'Bettzeug', 'Butterzeug', 'Butzelzeug', 'Bützelzeug', 'Einbrechwerkzeug', 'Einreibzeug', 'Einreibzeugs', 'Essenzeug', 'Euterzeug', 'Feuerzeug', 'Futterzeug', 'Gefiederzeug', 'Geflügelzeug', 'Gehahlerzeug', 'Gemüsezeug', 'Gewirrzeug', 'Graszeug', 'Grünzeug', 'Gürtzeug', 'Handwerkszeug', 'Heuerntewerkzeug', 'Heuhandwerkszeug', 'Heuhandwerkzeug', 'Heumachszeug', 'Heumachzeug', 'Heuwerkzeug', 'Heuzeug', 'Häusleinbauernzeuglein', 'Jungzeug', 'Kammerwagenzeug', 'Kleiderzeug', 'Kleinviehzeug', 'Kleinzeug', 'Kliebzeug', 'Kopfzeug', 'Kreißtenzeug', 'Kriegsfahrzeug', 'Krüppeleinszeug', 'Kuchenzeug', 'Lackelzeug', 'Lagerzeug', 'Lumpenzeug', 'Mangezeug', 'Mehlerzeugnis', 'Milchzeug', 'Nachrechzeug', 'Naschzeug', 'Nädelzeug', 'Plempelzeug', 'Rechzeug', 'Reisigzeug', 'Rieszeug', 'Rüstzeug', 'Sattelzeug', 'Sauzeug', 'Schleifzeug', 'Schreibzeug', 'Schreinzeug', 'Schuhputzzeug', 'Spülzeug', 'Stachelbeerzeug', 'Staudenzeug', 'Steinmetzzeug', 'Streifelzeug', 'Streuzeug', 'Strickzeug', 'Strümpfzeug', 'Suppenzeug', 'Säuzeug', 'Süßstoffzeug', 'Teufelszeug', 'Trankzeug', 'Viehzeug', 'Werktagszeug', 'Wichszeug', 'Wirrzeug', 'Zeug', 'Zieferzeug', 'Ziegenzeug', 'Zuckerzeug', 'Zunderzeug', 'Zusammenkehrzeug', 'Zusammenrechenzeug', 'Zusammenrechzeug', 'Überzeug']"
reden,"['Abrede', 'Allerweltsgered', 'Allerweltsgerede', 'Arschgerede', 'Ausrede', 'Dampfredner', 'Dauerreder', 'Dauerredner', 'Hauptreder', 'Hergered', 'Herumreden', 'Hingered', 'Leutsredner', 'Schmuredner', 'Selbstreder', 'Volksredner', 'Widerreden']"
reiben,"['Abreiberlein', 'Abreibig', 'Abreibung', 'Brotriebel', 'Eierriebelein', 'Einreiben', 'Erdbirnenreiber', 'Erdbirnenreiberlein', 'Erdbirnreibelein', 'Erdbirnreiber', 'Erdäpfelgereibig', 'Erdäpfelreiben', 'Erdäpfelreiber', 'Erdäpfelreiberlein', 'Erdäpfelreibig', 'Erdäpfelsreiber', 'Gerstengereiber', 'Griffelreibe', 'Grundbirnenreibe', 'Grundbirnenreibeisen', 'Grundbirnenreiber', 'Grundbirnreibe', 'Grundbirnreiber', 'Gummireibe', 'Gummireiber', 'Kartoffelreibe', 'Kartoffelreiben', 'Kartoffelreiber', 'Kleereiber', 'Mehlriebel', 'Patakenreibe', 'Pflugreibe', 'Pflugsreibe', 'Radreiber', 'Riebe']"
Mittel,"['Abreibmittel', 'Aufwaschmittel', 'Brechmittel', 'Einreibmittel', 'Geschirrspülmittel', 'Halbstarkenberuhigungsmittel', 'Putzmittel', 'Reinigungsmittel', 'Spülmittel']"
reren,"['Abrer', 'Abreret', 'Abrerig', 'Ausrerig', 'Tennenrerig']"
Ries,"['Abries', 'Abriesel', 'Abriesig', 'Samenriesig', 'Tennenries', 'Tennenriesel', 'Tennriesel']"
Kalender,"['Abrisskalender', 'Bauernkalender', 'Dorfkalender', 'Stadtkalender']"
Absatz,['Absatz']
bremsen,"['Absatzbremsen', 'Druckbremse', 'Fußbremse', 'Fußbremsung', 'Greifbremse', 'Hakenbremse', 'Hausbremse', 'Notbremse', 'Reißbremse', 'Schlittenbremse', 'Spindelbremse', 'Vollbremsung']"
Ferkel,"['Absatzferkel', 'Jungferkel', 'Milchferkel', 'Saugferkel', 'Spanferkel', 'Spanferkelein']"
Schaum,"['Abschaum', 'Abschaumer', 'Abschäumer', 'Krötenschaum']"
seihen,"['Abschaumseiher', 'Abschöpfseiher', 'Abseihen', 'Abseiher', 'Gemüseseiher', 'Gießerseiher', 'Gießerseiherlein', 'Gießkannenseichter', 'Gießkannenseiher', 'Gießseiher', 'Griebenseiher', 'Kaffeeseiher', 'Kaffeeseiherlein', 'Knödelseiher', 'Küchelseiher', 'Küchleinseiher', 'Milchseiher', 'Milchseiherlein', 'Salatseiher', 'Schaumseiher', 'Schaumsieber', 'Schöpfseiher', 'Sortierseiher', 'Sprengerseiher', 'Sprengseiher', 'Spritzerseiher', 'Spritzseiher', 'Spritzseiherlein', 'Teeseiher']"
scheinen,"['Abschein', 'Sonnenschein', 'Wetterscheinen', 'Widerschein']"
schlagen,"['Abschlag', 'Abschlagen', 'Anschlag', 'Anschlageleins', 'Anschlagerlein', 'Anschlagerleins', 'Anschlagplatz', 'Aufschlag', 'Ausschlag', 'Außenaufschlag', 'Beischlag', 'Bienenschlag', 'Bretterverschlag', 'Deichselarmbeschlag', 'Drischlag', 'Durchschlag', 'Einschlag', 'Einschlagen', 'Eisenbeschlag', 'Fichtenschlag', 'Fingerschlag', 'Fingerschlagen', 'Fleischschlager', 'Freischlag', 'Glockenschlag', 'Golleraufschlag', 'Hackschlag', 'Hagelschlag', 'Hahnenschlag', 'Handschlag', 'Hennenschlag', 'Herbstschlag', 'Herzschlag', 'Heuschlauen', 'Hinaufschlag', 'Hinkelsschlag', 'Hirnschlag', 'Holzschlag', 'Holzschläger', 'Händeschlagen', 'Händschlag', 'Hühnerschlag', 'Hühnerschläglein', 'Jackenaufschlag', 'Joppenaufschlag', 'Juppenaufschlag', 'Kahlschlag', 'Kanonenschlag', 'Kleideranschlag', 'Kragenaufschlag', 'Kragenumschlag', 'Kufenbeschlag', 'Mordsschlag', 'Pelzaufschlag', 'Rockaufschlag', 'Schaumschläger', 'Schlittenbeschlag', 'Schneeschlager', 'Schneeschläger', 'Schnellschlager', 'Sensschlag', 'Stangenschlag', 'Steinschlag', 'Steinschlager', 'Stockausschlag', 'Stockschlag', 'Stübelverschlag', 'Taubenschlag', 'Taubschlag', 'Totschlag', 'Totschlagen', 'Türanschlag', 'Türbeschlag', 'Umschlag', 'Unterschlag', 'Vorhandschlager', 'Vorschlag', 'Waagbeschlag', 'Zungenschlag', 'Zusammenschlag']"
schmettern,['Abschmettern']
Kuchen,"['Abschneidkuchen', 'Abschnittskuchen', 'Allerweltsküchlein', 'Apfelkuchen', 'Apfelküchelein', 'Apfelküchlein', 'Apfelpfannkuchen', 'Apfelsküchlein', 'Backkuchen', 'Backofenkuchen', 'Biestkuchen', 'Bischofskuchen', 'Blechkuchen', 'Brotkuchen', 'Bröckeleinkuchen', 'Bröckeleinskuchen', 'Bröseleinkuchen', 'Bröseleinskuchen', 'Bröselkuchen', 'Butterkuchen', 'Dotenlebkuchen', 'Eierkuchen', 'Eierpfannkuchen', 'Erdbirnenkrapflein', 'Erdbirnenkuchen', 'Erdbirnenküchlein', 'Erdbirnenpfannenkuchen', 'Erdbirnküchlein', 'Erdäpfelkuchen', 'Erdäpfelküchlein', 'Erdäpfelpfannenkuchen', 'Erdäpfelskuchen', 'Erdäpfelsküchlein', 'Erdäpfelspfannenkuchen', 'Erdäpfelspfannenküchlein', 'Erdäpfelspfannkuchen', 'Erdäpfelspfannküchlein', 'Fleischküchlein', 'Frankenkuchen', 'Fransenkuchen', 'Fransenküchlein', 'Franskuchen', 'Geriebeleinskuchen', 'Gesundheitskuchen', 'Graupeleinskuchen', 'Grindekuchen', 'Grundbirnenküchlein', 'Grundbirnenpfannenkuchen', 'Grundbirnenpfannkuchen', 'Grundbirnenpfannküchelchen', 'Grundbirnenspfannkuchen', 'Grundbirnküchlein', 'Grundbirnpfannekuchen', 'Grundbirnpfanneküchlein', 'Grundbirnpfannenkuchen', 'Grundbirnpfannkuche', 'Grundbirnpfannkuchen', 'Grundbirnpfannküchelchen', 'Grundbirnpfannküchlein', 'Grundbirnsküchlein', 'Grundbirnspfannenkuchen', 'Grundbirnspfannkuchen', 'Grundbirnspfannküchlein', 'Grundbirntiegelkuchen', 'Gräupeleinkuchen', 'Gräupeleinskuchen', 'Hackfleischküchlein', 'Hefekuchen', 'Hefeküchel', 'Hefeküchlein', 'Hefenküchlein', 'Herdküchlein', 'Hirtenkuchen', 'Hitzkuchen', 'Hollerküchlein', 'Honigkuchen', 'Kartoffelküchelchen', 'Kartoffelküchlein', 'Kartoffelpfannekuchen', 'Kartoffelpfannenkuchen', 'Kartoffelpfannkuchen', 'Kartoffelskuchen', 'Kartoffelsküchlein', 'Kirchweihkuchen', 'Kirchweihküchlein', 'Kirchweihskuchen', 'Kirchweihsküchlein', 'Kirchweikuchen', 'Kirmesenkuchen', 'Kirmeskuchen', 'Kirschkuchen', 'Kissenleinküchlein', 'Knieküchlein', 'Kranzkuchen', 'Krumpeleinkuchen', 'Krumpeleinskuchen', 'Krumpelskuchen', 'Krümeleinkuchen', 'Krümeleinskuchen', 'Krümelkuchen', 'Krümpeleinkuchen', 'Krümpeleinskuchen', 'Krümpelkuchen', 'Krümpelskuchen', 'Krümpfeleinskuchen', 'Krüpelskuchen', 'Käsekuchen', 'Käskuchen', 'Küchlein', 'Luftküchlein', 'Mattekuchen', 'Mehlkuchen', 'Mehlküchlein', 'Mehlpfannkuchen', 'Mohnkuchen', 'Moppeleinskuchen', 'Obstkuchen', 'Pappeleinskuchen', 'Patakenküchlein', 'Pfannekuchen', 'Pfanneküchlein', 'Pfannenkuchen', 'Pfannenküchel', 'Pfannenküchlein', 'Pfannkuchen', 'Pfannküchlein', 'Pfefferkuchen', 'Pfingstkuchen', 'Pustekuchen', 'Quarkkuchen', 'Querkuchen', 'Reibekuchen', 'Reibeküchlein', 'Reibeleinkuchen', 'Reibeleinskuchen', 'Reibelkuchen', 'Reiberkuchen', 'Reiberküchlein', 'Reibkuchen', 'Reibleinkuchen', 'Riebeleinskuchen', 'Riebeleinsküchlein', 'Riebelkuchen', 'Röhrenkuchen', 'Sandkuchen', 'Scharrkuchen', 'Schlamperkuchen', 'Schlierkuchen', 'Schmalzküchlein', 'Schmelzenkuchen', 'Schmierkuchen', 'Schneidersküchlein', 'Schustersküchlein', 'Schüsseleinsküchlein', 'Schüsselküchlein', 'Semmelkuchen', 'Sparkuchen', 'Speckkuchen', 'Spreißelkuchen', 'Stopferküchlein', 'Streuseleinkuchen', 'Streuseleinskuchen', 'Streuselkuchen', 'Streuskuchen', 'Streusleinkuchen', 'Streusleinskuchen', 'Sträubeleinkuchen', 'Sträubeleinskuchen', 'Tiegelkuchen', 'Weckbröseleskuchen', 'Weizenkuchen', 'Weißmehlpfannkuchen', 'Zimtkuchen', 'Zuckerkuchen', 'Zwetschgenkuchen', 'Äpfelkuchen', 'Äpfelküchelchen', 'Äpfelküchelein', 'Äpfelküchlein', 'Äpfelpfannenkuchen', 'Äpfelpfannenküchlein', 'Äpfelpfannkuchen', 'Äpfelskuchen', 'Äpfelsküchchen', 'Äpfelsküchlein', 'Äpfelspfannenküchelchen', 'Äpfelspfannkuchen', 'Äpfelspfannküchlein']"
