Lemma,Grundform 
Brett,"['Anmerkbrett', 'Anrichtbrett', 'Aufsetzbrett', 'Aufstellbrett', 'Auftragbrett', 'Auftragsbrett', 'Bodenbrettstütze', 'Bretten', 'Bretterwagen', 'Hin-und-her-Tragbrett', 'Mistbretter', 'Reibbrett', 'Rückbrett', 'Tellerbretter', 'Truhenbretterwagen', 'Wagenbrettstütze', 'Zwischenbrett', 'abbrettern', 'brettern', 'daherbrettern', 'dünne-Brettchen-Bohrer', 'gebrettert']"
mähen,"['Anmäher', 'Bindemäher', 'Bindermäher', 'Einmäh', 'Einmäher', 'Gerstenmäher', 'Getreidemäher', 'Hafermäher', 'Holzmahder', 'Mäher', 'Sensenmäher', 'abgemäht', 'abmähen', 'anmähen', 'aufmähen', 'ausmähen', 'beimähen', 'durchmähen', 'einmähen', 'gemäht', 'hinmähen', 'umgemäht', 'wegmähen', 'widermähen']"
Katharina,"['Ann-Kathrin', 'Annkathrin', 'Brunzkäthe', 'Karin', 'Kathrin', 'Kathrine', 'Katrin', 'Kädder', 'Käthe', 'Schnellkathrin', 'Schnellkathrine', 'Schnellkatrin', 'laufete Kathel', 'schnelle Kathrin', 'schnelle Kathrine', 'schnelle Katrin']"
Isabel,['Annabel']
Isabella,['Annabella']
Maria,"['Annamaria', 'Annamia', 'Annemarie', 'Beerenmarie', 'Heidemarie', 'Marie', 'Marion', 'Meike', 'Rosemarie']"
Elisabeth,"['Annelies', 'Anneliese', 'Bettina', 'Brunzliese', 'Elisa', 'Elisabetha', 'Elise', 'Ella', 'Elsa', 'Else', 'Ilse', 'Lieselotte', 'Liesette', 'Lisa', 'Lisette', 'Lolo', 'Pappelliese', 'Patschliese', 'Pissliese', 'Pöpel-Liese', 'Schimpfliese', 'Schnatterliese', 'Schreiliese', 'Schwatzliese', 'Tratschliese', 'Wett', 'Wetta', 'Wettl', 'Zankliese']"
suchen,"['Annäherungsversuch', 'Aussuchen', 'Beerensucher', 'Beerensücher', 'Beersucher', 'Besucher', 'Futtersuche', 'Gesuch', 'Mannsbildersucher', 'Marktbesucher', 'Sucher', 'Versucher', 'Waldbeerensucher', 'absuchen', 'aufsuchen', 'aussuchen', 'besuchen', 'durchsuchen', 'untersuchen', 'versuchen', 'zu suchen haben', 'zusammensuchen', 'zusammensüchen']"
pfeifen,"['Anpfiff', 'Backpfeife', 'Durchpfiff', 'Gepfeif', 'Gepfeife', 'Mundpfeife', 'Nordpfeifer', 'Pfeife', 'Pfiffger', 'Pfiffiger', 'Querpfeifer', 'Schaffnerspfeife', 'Signalpfeife', 'Tabakpfeife', 'Trillerpfeife', 'abpfeifen', 'anpfeifen', 'aufpfeifen', 'gedrehte Wichspfeifel', 'gedrehte Wichspfeifelein', 'umeinanderpfeifen', 'verpfeifen', 'zurechtpfeifen', 'zusammenpfeifen']"
raffen,"['Anraffer', 'Aufraffig', 'Ausgeraffig', 'Ausraffelig', 'Ausraffig', 'Ausrafflig', 'Einraffshof', 'Geraffig', 'Raffer', 'Raffig', 'Tennengeraffig', 'Zusammengeraffter', 'abraffeln', 'abraffen', 'abräffen', 'angeraffen', 'anraffeln', 'anraffen', 'aufraffeln', 'aufraffeln, sich', 'aufraffen', 'aufraffen, sich', 'ausraffeln', 'beraffen', 'derraffen', 'derraffen, sich', 'durchraffeln', 'geraffelig', 'in die Höhe raffen, sich', 'umraffeln', 'wegraffeln', 'zusammengeraffeln', 'zusammenraffeln', 'zusammenraffen', 'zusammenraffen, sich']"
Rain,"['Anrainen', 'Anrainer', 'Erdbirnrain', 'Rainig', 'Rainling', 'Rainschwämme', 'Rainung', 'Reihe', 'Vorrain', 'abrainen', 'anrainen', 'aufrainen', 'ausrainen', 'eingeraint', 'einrainen', 'großrainen', 'hinanrainen', 'kleinrainen', 'rainen']"
Pflug,"['Anrainpflug', 'Ausackerpflug', 'Erdbirnenpflug', 'Erdäpfelpflug', 'Erdäpfelspflug', 'Pflugkratze', 'Stupfelpflügen', 'Stuppelpflügen', 'anhinpflügen', 'anpflügen', 'einpflugen', 'herumpflügen', 'pflügen']"
Rand,"['Anrand', 'Dengelrand', 'eingerändelt', 'einrändeln', 'gerandelt', 'rändeln', 'zu Rande']"
ranzen,"['Anranzer', 'Herumranscher', 'Ranzer', 'anranzen', 'ausgeranscht', 'herunterranzen', 'ranzig', 'verrantscht', 'zusammenranzen']"
raunzen,"['Anraunzer', 'Geraunz', 'abraunzen', 'anraunzen', 'geraunzen', 'raunzig', 'zusammenraunzen', 'zusammenrauzen']"
reizen,"['Anreizer', 'anreizen', 'aufreizen', 'gereizen', 'verreizen']"
richten,"['Anrichte', 'Anrichter', 'Anrichtung', 'Aufrichten', 'Fußballschiedsrichter', 'Gescheidrichter', 'Hergerichte', 'Herrichten', 'Himmelsrichtung', 'Hingerichte', 'Küchenanrichte', 'Landrichter', 'Richtung', 'Schiedsrichter', 'Vier-Richter', 'abrichten', 'angerichtet', 'anrichten', 'aufgerichtet', 'aufrichten', 'aufrichten, sich', 'aufrichtig', 'ausgerichtet', 'ausrichten', 'ausrichten, sich', 'einrichten', 'fortrichten', 'hergerichtet', 'hinrichten', 'richtern', 'verrichten', 'vorrichten', 'wegrichten', 'zurichten', 'zusammengerichtet', 'zusammenrichten', 'zusammenrichten, sich']"
Riss,['Anriss']
rumsen,"['Anrumser', 'Rumser', 'anrumsen', 'hinrumsen']"
Rüffel,"['Anrüffler', 'Rüffler', 'abrüffeln', 'ausrüffeln', 'gerüfft', 'zusammenrüffeln']"
Saum,"['Ansaume', 'Eingesäumtes', 'Einsaumung', 'Einsäumen', 'Einsäumung', 'Saumling', 'Säume', 'Säumling', 'Vorsaum', 'abgesäumt', 'absäumen', 'angesäumt', 'ansaumen', 'ansäumen', 'aufsäumen', 'aussäumen', 'besäumen', 'eingesaumt', 'eingesäumt', 'einsaumen', 'einsäumeln', 'einsäumen', 'hinaufsäumen', 'saumen', 'säumen', 'umsäumen', 'vorsaum']"
Ansbach,['Ansbacher']
schaffen,"['Anschaffer', 'Aschaffenburg', 'Bahnbeschäftigter', 'Bahnschaffner', 'Beschäftigung', 'Hereingeschaffte', 'Schaffer', 'Schaffner', 'Schäffer', 'Schüttenwegschaffer', 'Strohschaffer', 'Wegschaffer', 'Weiberverschaffer', 'abgeschaffelt', 'abgeschafft', 'abschaffen', 'anschaffen', 'aufschaffen', 'beischaffen', 'beschäftigen', 'derschaffen', 'durchschaffen', 'einschaffen', 'herschaffen', 'hinschaffen', 'verschaffen', 'vorschaffen', 'vorschaffen, sich', 'wegschaffen', 'zerrähgeschafft', 'zusammengeschafft', 'zusammenschaffen']"
schauen,"['Anschauen', 'Anschauung', 'Geschau', 'Schöngeschauer', 'Schönschauer', 'Umschau', 'abschauen, sich', 'angeschauen', 'anschauen', 'aufschauen', 'ausschauen', 'derschauen', 'durchschauen', 'einschauen', 'geschauen', 'geschaut', 'herschauen', 'hinschauen', 'nachschauen', 'umschauen', 'ungeschaut', 'verschauen', 'vorschauen', 'wegschauen', 'zusammenschauen', 'zuschauen']"
schießen,"['Anschießer', 'Bauchschießer', 'Einschuss', 'Schießer', 'Schnellschießer', 'abgeschossen', 'abgeschosst', 'abgeschoßt', 'abschicken, sich', 'abschießen', 'abschüssig', 'angeschossen', 'anschießen', 'aufgeschossen', 'aufschießen', 'ausgeschossen', 'ausgeschosst', 'ausschießen', 'derschießen', 'derschossen', 'einen Bock schießen', 'einschießen', 'erschießen', 'erschossen', 'geschossen', 'geschoßt', 'herunterschießen', 'hindurchschießen', 'hinterschießen', 'hochgeschossen', 'losschießen', 'schussen', 'schussern', 'sonnenschüssig', 'verschießen', 'verschossen', 'verschoßt', 'verschößt', 'vorschießen']"
Gasse,"['Anschlaggasse', 'Getreidgasse', 'Heugassen']"
Hammer,"['Anschlaghammer', 'Dengelhammer', 'Vorschlaghammer', 'Vorsetzhammer', 'behämmert', 'hämmern']"
Schluss,"['Anschluss', 'Beschluss', 'Schlussring', 'unschlüssig']"
Schmus,"['Anschmuser', 'Berufsschmuser', 'Bierschmuser', 'Dienstbotenschmuser', 'Dienstbotenverschmuser', 'Dummschmuser', 'Einhaltenschmuser', 'Geschmus', 'Geschmuster', 'Heiratschmuser', 'Heiratsschmuser', 'Hochzeitsschmuser', 'Schabbesschmusen', 'Schmusen', 'Schmuser', 'Schmuserin', 'Schmusern', 'Schmüser', 'Verschmuser', 'Zusammengeschmuste', 'Zusammengeschmuster', 'abschmusen', 'anschmusen', 'anschmusen, sich', 'einschmusen', 'geschmust', 'heranschmusen', 'schmuseln', 'schmusen', 'schmüsern', 'verschmusen', 'verschmusen, sich', 'verschmust', 'zusammengeschmust', 'zusammenschmusen']"
Schnauze,"['Anschnauzer', 'Schnauzer', 'Schnauzerer', 'Stachelbeerschnauzer', 'abschnaunzen', 'abschnäuzen', 'anschnauzen', 'kaltschnauzig', 'schnauzen', 'schnauzig', 'zusammenschnauzen']"
Tafel,"['Anschreibtafel', 'Aufschreibtafel', 'Tafelwagen']"
Schuss,"['Anschuss', 'Geschuss', 'Schreckschusstöpfer', 'Schusserer', 'Schusserin', 'Schussler', 'Vorschuss', 'in Schuss']"
schwellen,"['Anschwellen', 'Euterschwellung', 'Geschwellig', 'Geschwollener', 'Geschwollner', 'Geschwulst', 'angeschwellen', 'anschwellen', 'anwachsen', 'aufschwellen', 'ausschwellen', 'einschwellen', 'geschwellen', 'geschwellt', 'geschwollen']"
schüren,"['Anschüren', 'Schürer', 'anschüren', 'einschüren', 'nachschüren', 'zuschüren']"
Sicht,"['Ansicht', 'Aussicht', 'Aussichtige', 'Rücksicht', 'Vorsicht', 'Zuversicht', 'kurzsichtig', 'vorsicht', 'vorsichtig']"
Karte,"['Ansichtskarte', 'Brunzkarter', 'Brunzkartler', 'Karten', 'Seichkarter', 'Zugkarte', 'abgekartelt', 'abgekartet', 'abkarteln', 'abkarten', 'ankarten', 'auskarten', 'auskärteln', 'karteln', 'zusammenkarten']"
Sache,"['Ansichtssache', 'Einreibsache', 'Geschmackssache', 'Sieben Sachen packen', 'Ursächer', 'hauptsächlich', 'tatsächlich']"
Leiter,"['Ansitzleiter', 'Anstandsleiter', 'Aufleiterung', 'Aufsetzleiter', 'Einleiter', 'Heuleitern', 'Heuleiterwagen', 'Hinkelleiter', 'Hinkelsleiter', 'Leitern', 'Leiternwange', 'Leiterstütze', 'Leiterstützen', 'ableitern', 'aufleitern', 'geleitert', 'leitern', 'umleitern', 'zusammengeleitert']"
Spruch,"['Anspruch', 'Bedankspruch', 'Sprüche', 'Verspruch']"
stauen,"['Anstauung', 'Stauung', 'Stäudig', 'angestaut', 'anstauen', 'gestaut']"
Stich,"['Anstichler', 'Stichler', 'Vorstich', 'ansticheln', 'aufsticheln', 'daherstichern', 'gesticheln', 'herumsticheln', 'kernstichig', 'stecheln', 'sticheln', 'stichig', 'stichseln', 'stichsen', 'stickeln', 'wurmstichig', 'zusticheln']"
stiften,"['Anstifeler', 'Anstifer', 'Anstifler', 'Anstifter', 'Anstiftler', 'Klassenanstifter', 'Teufelsanstifter', 'Unruhestifter', 'Unruhstifter', 'Unruhstifterin', 'anstifeln', 'anstifteln', 'anstiften']"
streichen,"['Anstreicher', 'Aufgestrichenes', 'Aufstreichig', 'Aufstrich', 'Bartstreicher', 'Bügelstrich', 'Grenzstrich', 'Holzstrich', 'Landstreicher', 'Lausbubenstreich', 'Pflaumenstreiche', 'Rhönstrich', 'Sensenstrich', 'Stadtstreicher', 'Streiche', 'Streicher', 'Strich', 'Striche', 'Verstrich', 'am Strich gehen', 'anstreichen', 'anstricheln', 'aufstreichen', 'ausstreichen', 'einstreichen', 'gestrichen', 'gestricht', 'herstreichen', 'hinstreichen', 'hinterstreichen', 'versteichen', 'verstreichen', 'zustreichen, sich']"
streng,"['Anstrengung', 'anstrengen']"
Anstand,['Anständige']
stüren,"['Anstürer', 'Feuerstürer', 'Gestür', 'Herumgestüre', 'Pflugstürer', 'Schneestürer', 'Stürer', 'anstüren', 'aufstüren', 'herumsturen', 'herumstüreln', 'stürne', 'umeinanderstüreln', 'umherstüre', 'umherstüren']"
Antiquität,['Antiquatsch']
Antonia,['Antonie']
tupfen,"['Antupf', 'Holztupfer', 'I-Tüpfelchen', 'I-Tüpfelein', 'angetupft', 'antupfen', 'betupft', 'getupft', 'getüpfelt', 'i-Tüpfelein']"
Recht,"['Anwendrecht', 'Aufwenderecht', 'Einwenderecht', 'Spessartrechtler']"
wesen,['Anwesen']
warten,"['Anwärter', 'Aufwartung', 'abwarten', 'aufwarten', 'auswarten', 'derwarten', 'erwarten']"
zeigen,"['Anzeige', 'Anzeiger', 'Heiratsanzeige', 'Hochzeitsanzeige', 'Vermählungsanzeige', 'Zeitungsanzeige', 'abzeigen', 'anzeigen', 'anzeigen, sich']"
zetten,"['Anzettler', 'anzetteln', 'verzetteln']"
Zügel,"['Anzügel', 'ungezügelt']"
zünden,"['Anzünder', 'Aufzünder', 'Entzündung', 'Euterentzündung', 'Kniegelenkzündung', 'Kniescheibenzünder', 'Kniescheibenzündung', 'Kniezündung', 'Knochenzündung', 'Ofenzünder', 'Papieranzünder', 'Papierzünder', 'Schneeanzünder', 'Schweißtropfenzünder', 'Schweißtropfenzündung', 'Spätzünder', 'Tausendzünder', 'Tretzündung', 'Wadenzündung', 'Zünder', 'Zünderer', 'Zündpapier', 'anzündeln', 'anzünden', 'aufzünden', 'derzünden', 'einzünden', 'entzünden', 'herabzünden', 'herunterzünden', 'herzünden', 'reinzünden']"
Apfel,"['Apfel, blühen wie ein fauler', 'Apfelsine', 'Aufleseapfel', 'Augapfel', 'Ausleserdapfel', 'Erdapfel', 'Erdapfelbackes', 'Erdapfelbeete', 'Erdapfelfurche', 'Erdapfelklauben', 'Erdapfelpamper', 'Erdapfelschäler', 'Erdäpfel', 'Erdäpfelbackel', 'Erdäpfelbacker', 'Erdäpfelbackes', 'Erdäpfelball', 'Erdäpfelballen', 'Erdäpfelbauch', 'Erdäpfelbauer', 'Erdäpfelbaunze(n)', 'Erdäpfelbaunzer', 'Erdäpfelbraten', 'Erdäpfeldatsch', 'Erdäpfeldatsche', 'Erdäpfeleinklauben', 'Erdäpfelgabel', 'Erdäpfelgebackene', 'Erdäpfelgeschälig', 'Erdäpfelgraben', 'Erdäpfelgraber', 'Erdäpfelhacke', 'Erdäpfelhacken', 'Erdäpfelhaue', 'Erdäpfelhaut', 'Erdäpfelklauben', 'Erdäpfelkraut', 'Erdäpfelleinklauben', 'Erdäpfelmaschine', 'Erdäpfelnklauben', 'Erdäpfelplatz', 'Erdäpfels-Ex', 'Erdäpfelsaat', 'Erdäpfelsack', 'Erdäpfelsalat', 'Erdäpfelsamen', 'Erdäpfelsbacker', 'Erdäpfelsbackes', 'Erdäpfelsbauch', 'Erdäpfelschalze', 'Erdäpfelsgraben', 'Erdäpfelsgraber', 'Erdäpfelshacke', 'Erdäpfelshacken', 'Erdäpfelskraut', 'Erdäpfelspatz', 'Erdäpfelsriefen', 'Erdäpfelsstampf', 'Erdäpfelsstutzel', 'Erdäpfelstampf', 'Erdäpfelstampfer', 'Erdäpfelstand', 'Erdäpfelstreu', 'Erdäpfelsturzen', 'Erdäpfelstölle', 'Erdäpfelwagen', 'Erdäpfelzammet', 'Erdäpfelzammete', 'Gaulbollen', 'Grüne Erdäpfelbackelein', 'Transcherdapfel', 'aus Äpfel', 'aus Äpfel !', 'beaugapfeln', 'geapfelt', 'gekochte Erdäpfelbackelein', 'rote Äpfelchen', 'Äpfelbacker', 'Äpfelein, schön wie', 'Äpfelgraben', 'Äpfelkrapfen', 'Äpfelranzen', 'Äpfelsbacke', 'Äpfeltasche']"
Blatt,"['Apfelblatter', 'Beerenblatter', 'Blatten', 'Blattig', 'Blätter', 'Blätterig', 'Blättern', 'Blättsen', 'Deckblatt', 'Geblatteter', 'Geblättelte', 'Kohlblätter machen', 'Köhlblätter', 'Laubblätter', 'Magdalena-Blättel', 'Magenblätter', 'Reibblatt', 'Rosenblätter', 'Schmeckschön-Blättlein', 'Wanzenblätter', 'abblatteln', 'abblatten', 'abblattern', 'abbläckern', 'abblätteln', 'abblätten', 'abblättern', 'abblättern, sich', 'abblättsen', 'anblatten', 'anblätten', 'angeblattet', 'ausblatten', 'ausblättern', 'blatten', 'blatten gehen', 'bläckern', 'blätten', 'blättern', 'blättsen', 'entblättern', 'geblatten', 'geblättet', 'herunterblättern', 'hinblättern', 'hopfenblatten']"
Brocken,"['Apfelbrocker', 'Brocker', 'Einbrocken', 'Einbrockig', 'Eingebrockes', 'Eingebrockig', 'Eingebrockte', 'Eingebrocktes', 'Eingebröckeltes', 'Erdäpfelbrocken', 'Erdäpfelsbrocken', 'Erdäpfelsklößbrocken', 'Kotzbrocken', 'Speckbrocker', 'abbrocken', 'abbröckeln', 'einbrocken', 'einbröckeln', 'eingebrockt', 'einhinbrocken', 'gebrockt', 'gebröckelt', 'gebröckelte Klöße', 'verbröckeln', 'zusammenbrockeln', 'zusammenbröckeln', 'Äpfelbrocker']"
Baum,"['Apfelbäume', 'Baumen', 'Baumläufer', 'Baumschneiden', 'Erlbaum', 'Festbaum', 'Unterleiterbaum', 'Vogelbeer', 'abbaumen', 'aufbäumen', 'bäumen', 'herumbäumen', 'kleine Bäumlein', 'zubäumen']"
spalten,"['Apfelspalge', 'Spälge', 'aufspalgen', 'zwiespältig']"
schleichen,"['Apostelschleicher', 'Erbschleicher', 'Erbschleicherin', 'Hereingeschlichener', 'Jerusalemsschleicher', 'Jesusschleicher', 'Kapuzinerschleicher', 'Schleicher', 'anschleichen', 'anschleichen, sich', 'einschleichen, sich', 'erbschleichen', 'fortschleichen', 'hintenrumschleichen', 'hinterher schleichen', 'nachschleichen']"
April,['April! April!']
glotzen,"['Aprilglotzer', 'Aprilsglotzer', 'Brillenglotzer', 'Eierglotzer', 'Geglotz', 'Geglotze', 'Glotze', 'Glotzer', 'Glotzeter', 'Glotzig', 'Marktglotzer', 'Märzglotzer', 'Sauglotzer', 'Säuglotzer', 'anglotzen', 'ausglotzen, sich', 'herglotzen', 'hinaufglotzen', 'hinglotzen']"
sausen,"['Aprilsauser', 'Sauser', 'Schluchtensauser', 'Windsause', 'absausen', 'absausen (lassen)', 'angesäuselt', 'ansausen', 'ansäuseln', 'aufsausen', 'besäuselt', 'fortsausen', 'heruntersausen', 'lossausen', 'versausen', 'vorsausen', 'zusäuseln']"
Schauder,"['Aprilschaudern', 'schauderlich']"
stöbern,"['Aprilstöberer', 'Frühjahrstöber', 'Gestober', 'Gestöber', 'Gestöberer', 'Schneegestöber', 'Schneestöberer', 'Stöber', 'Stöberer', 'aufstöbern', 'ausstöbern', 'durchstöbern', 'gestöbern', 'umstöbern']"
Ar,['Ar']
Arabien,"['Araber', 'Arabs', 'arabisches Vieh']"
Bagage,['Araberbagage']
Bluse,['Arbeitsblusen']
heim,"['Arbeitsheimer', 'Einheimische', 'Einheimischer', 'Geheimes', 'Geheimnis', 'Heimat', 'Heimler', 'Heimlicher', 'Pappelheimer', 'Wolkenkuckuckheimer', 'anheim', 'eingeheimsten', 'einheimsen', 'heimaten', 'heime', 'heimen', 'heimern', 'heimgebacken', 'heimiggehen', 'heimlichtun', 'heimlingen', 'heimsen', 'heimwärts', 'nach heim', 'unheimlich']"
hetzen,"['Arbeitshetzer', 'Aufhetzer', 'Gehetz', 'Hetzer', 'Mordshetze', 'Sauhetze', 'abgehetzt', 'abhetzen', 'abhetzen, sich', 'anhetzen', 'aufgehetzt', 'aufhetzen', 'derhetzen', 'derhetzt', 'gegeneinanderhetzen', 'gehetzt', 'hinhetzen', 'hintereinanderhetzen', 'verhetzen', 'zusammenhetzen']"
Arke,"['Arker', 'Holzarker', 'Holzärker', 'einarken']"
Stickel,"['Arkstickel', 'Stickelhaar', 'Stickling']"
Arm,"['Arm', 'Armvollen', 'Bremsarm', 'Bremsenarm', 'Deichselarm', 'Drehsperrarm', 'Hemdarm', 'Heuwagenarm', 'Hinterarm', 'Hinterwagenarm', 'Joppenarm', 'Kragarm', 'Lenkarm', 'Längsarm', 'Pappelarm', 'Pflugarm', 'Pflugsarm', 'Scherarm', 'Schlitteleinarm', 'Schlittenarm', 'Sensenarm', 'Vorderarm', 'Waagarm', 'Waagearm', 'Waagenarm', 'Wagenarm', 'Wagenarme', 'Wetterarm', 'Wetterarme', 'Wetternarm', 'aufarmeln', 'hemdsärmelig', 'hemdärmelig', 'umarmen', 'umgearmen', 'umärmeln']"
Kuh,"['Armeleutekuh', 'Kuhhase', 'Kuhpolster', 'Kuhseln', 'Kuhsen', 'Kuse', 'Kühdreckige', 'Kühebauer', 'Kühebreme', 'Kühewampe', 'Kühflecken', 'Kühling', 'Kühschwanz', 'Kühweide', 'Tannenkühe', 'alte Kuh', 'gelte Kuh', 'kühwütig', 'verkuhverwirkeln']"
backen,"['Armer-Mann-Backer', 'Backer', 'Backig', 'Biestbacke', 'Bäcker', 'Erdbirnbackes', 'Erdbirnenbackes', 'Fransenbacker', 'Geback', 'Gebacke', 'Gebackene', 'Gebackene Klößlein', 'Gebackenes', 'Gebackes', 'Gebackiges', 'Gebacktes', 'Gebäck', 'Gebäckenes', 'Gebäckes', 'Grüne Backel', 'Grüne Backelein', 'Grüne Gebackene', 'Grüne gebackene', 'Klößbacke', 'Klöße', 'Krebsbäcker', 'Mehlbacker', 'Schneckenbecke', 'Schnitz und Backelein', 'Weizenegebackene Klöße', 'abgebacken', 'anbacken', 'anbäckeln', 'anbäcken', 'angebacken', 'aufbackeln', 'aufbackteln', 'aufgebacken', 'backig', 'gebacken', 'gebackene Erdäpfelbackeslein', 'gebackene Knödlein', 'gebackenes Kloß', 'gebackenes Knödelein', 'gekochte Backes', 'grün Erdäpfelbackelein', 'grüne Backelein', 'grüne Backeslein', 'grüne Erdäpfel-Backelein', 'grüne Erdäpfelbackelein', 'grüne Erdäpfelsbackelein', 'grüne Gebackene', 'grüne Klöße', 'nachbacken', 'rohe Backelein', 'rohe Backeslein', 'vorbacken', 'zusammenbackeln', 'zusammenbacken']"
leuchten,"['Armleuchter', 'Golleuchter', 'Kipfenleuchter', 'Leuchte', 'Leuchter', 'Wetterleuchter', 'aufleuchten', 'hereingeleuchten', 'herleuchten', 'herunterleuchten', 'hinleuchten']"
schlupfen,"['Armschlupfer', 'Handschlupfer']"
schützen,['Armschützer']
arm,"['Armseligkeit', 'bettelarm', 'ärmlich']"
stauchen,"['Armstaucher', 'Handstaucher', 'Stauche', 'Staucher', 'Staucherer', 'Staufer', 'Stäucher', 'abstauchen', 'ausstauchen', 'durchstauchen', 'verstauchen', 'zusammenstauchen', 'zusammenstauchen, sich']"
Arnold,"['Arno', 'Nöller']"
arretieren,['Arretierer']
weihen,"['Arsch hält Kirchweih', 'Kerzenweihe', 'Salzweihe']"
Backe,"['Arschbacken', 'Backen', 'Streifbacken', 'pausbackig', 'pausbäckig', 'rotbackig']"
Arsch,"['Arscherin', 'Arschpapier', 'Gewürgelarsch', 'Lahmarsche', 'Lahmarschete', 'Lahmarschige', 'Leck-mich-am-Arsch-Hütlein', 'Leck-mich-am-Arsch-Käpplein', 'Papier', 'Redarsch', 'Verratarsch', 'gebackene Arschlöcher', 'lahmarschig', 'ärschlich', 'ärschlings']"
recken,"['Arschherumrecker', 'Ausreck', 'aufrecken']"
kriechen,"['Arschkriecher', 'Bodenkriecher', 'Dachkriecher', 'Hereingekrochene', 'Hereingekrochener', 'Kellerkriecher', 'Kriecher', 'Küchenkriecher', 'Lehrerkriecher', 'Ritzleinskriecher', 'einkriechen', 'verkriechen', 'verkriechen, sich', 'vorkriechen', 'zusammenkriechen']"
Macke,"['Arschmackes', 'Macken', 'Mackerer', 'Mankerer', 'angemackt', 'anmankern']"
rutschen,"['Arschrutscher', 'Ausgerutschter', 'Ausgerutschtes', 'Ausrutscher', 'Bahnrutscher', 'Bauchelrutscher', 'Bauchrutscher', 'Beförderungsrutsche', 'Brettelrutscher', 'Bretterrutsche', 'Brettleinrutscher', 'Durchgerutschter', 'Eisrutsche', 'Eisrutscher', 'Gerutsch', 'Haarrutsche', 'Herumrutscher', 'Kniebankrutscher', 'Knierutscher', 'Käsrutsche', 'Lastrutscher', 'Läusrutsche', 'Melkrutscher', 'Milchkannenrutscher', 'Pfannerutscher', 'Rutsche', 'Rutscher', 'Rutschere', 'Rutscherer', 'Rötsche', 'Rütsche', 'Rütscher', 'Rütschler', 'Schneerutsche', 'Schneerutscher', 'Steinrutsche', 'Strohrutsche', 'Verrutschen', 'Wegrutscher', 'Wehrrutsche', 'abgerutscht', 'abrutschen', 'abrütschen', 'ausgerutscht', 'ausrutschen', 'bauchrutschern', 'durchgerutscht', 'durchrutschen', 'durchrütschen', 'herunterrutschen', 'hin- und her rutschen', 'hin- und herrutschen', 'hinterrutschen', 'rutscherig', 'rutschig', 'unterrutschen', 'verrutschen', 'verrutscht', 'wegrutschen', 'zusammenrutschen']"
schlecken,"['Arschschlecker', 'Geschleck', 'Geschleckerig', 'Geschlecketer', 'Schlecker', 'abgeschleckt', 'abschlecken', 'ausschlecken', 'geschlecket', 'geschleckt', 'hingeschleckt', 'hinschlecken', 'hinterschlecken', 'schleckern', 'zusammenschlecken']"
Weife,"['Arschweifer', 'Geweif', 'Geweife', 'Geweifig', 'Hergeweif', 'Hingeweif', 'Hohlweifer', 'Klassenwafen', 'Krautweifer', 'Langstreckenweifer', 'Leerweifer', 'Salbenweifer', 'Sauweifer', 'Säuweifer', 'Waffler', 'Weckweifer', 'Weifer', 'Weiferer', 'Weiferin', 'anweifen', 'auswaffeln', 'ausweifen', 'daherweifen', 'durchweifen', 'herumweifen', 'verweifen', 'waffeln', 'weifeln', 'weifen', 'zusammenweifen']"
Art,"['Artliche', 'Artlicher', 'Großartiger', 'Unart', 'arten', 'artig', 'artlich', 'ausarten', 'eigenartig', 'großartig', 'katzenartig']"
