Lemma,Grundform
Katze,"['Baumkätzlein', 'Bollenkätzlein', 'Eichkatzel', 'Eichkätzchen', 'Eichkätzel', 'Eichkätzlein', 'Haselkätzchen', 'Haselkätzlein', 'Haselnusskätzchen', 'Haselnusskätzlein', 'Katzel', 'Katzelein', 'Katzenei', 'Katzenpeterlein', 'Katzenwedel', 'Katzlein', 'Kätzchen', 'Kätzelein', 'Kätzlein', 'Lieblingskätzlein', 'Mohrleinkätzlein', 'Naschkatzel', 'Naschkätzchen', 'Naschkätzlein', 'Nusskätzlein', 'Näschkätzlein', 'Palmkätzchen', 'Palmkätzlein', 'Schmeichelkätzchen', 'Schmeichelkätzlein', 'Schmierkätzelein', 'Schmusekätzchen', 'Staubblütenkätzlein', 'Waldkätzlein', 'Weidenkätzlein']"
Schwamm,"['Baumschwämmlein', 'Butterschwämmchen', 'Butterschwämmlein', 'Eierschwammelein', 'Eierschwammerl', 'Eierschwammerlein', 'Eierschwammlein', 'Eierschwämmchen', 'Eierschwämmelein', 'Eierschwämmlein', 'Feuchtschwammerl', 'Gelbschwämmlein', 'Kapuzinerschwämmlein', 'Kunstschwämmlein', 'Maischwämmlein', 'Moosschwämmlein', 'Mückenschwammerl', 'Rainschwammerlein', 'Rainschwemmlein', 'Rainschwämmelein', 'Rainschwämmlein', 'Rangenschwämmlein', 'Rasenschwämmlein', 'Rauchschwämmlein', 'RehSchwämmlein', 'Rehschwämmlein', 'Schwammerl', 'Schwammerlein', 'Schwammlein', 'Schwämmel', 'Schwämmerlein', 'Schwämmlein', 'Staubschwämmlein', 'Stockschwammerlein', 'Stockschwämmchen', 'Stockschwämmlein', 'Stöckschwämmlein', 'Tafelschwammlein', 'Tafelschwämmlein', 'Wiesenschwämmlein', 'Wiesnschwämmlein', 'Zigeunerschwämmlein']"
spitz,"['Baumspitzlein', 'Fichtenspitzlein', 'Quarkspitzlein', 'Salzspitzel', 'Salzspitzlein', 'Spitzchen', 'Spitzel', 'Spitzlein', 'Stiftspitzerlein', 'Tannenspitzlein']"
Sterz,"['Baumsterzel', 'Pflugsterzel', 'Steinsterzelein', 'Sterzel', 'Sterzelein', 'Sterzgockel', 'Sterzlein', 'Storzel', 'Storzelein', 'Störzel']"
Stumpen,"['Baumstumpel', 'Schwanzstumpel', 'Stumpel', 'Stumpelein', 'Stömpelein', 'Stümpel', 'Stümpelein', 'Stümplein']"
Stumpf,"['Baumstumpfel', 'Baumstümpfel', 'Grasstümpflein', 'Schneidstümpflein', 'Stumpfel', 'Stumpfelein', 'Stümpfel']"
stutzen,"['Baumstutzel', 'Baumstützel', 'Bänkstützel', 'Erdbirnenstutzel', 'Schwanzstutzel', 'Stutzerl', 'Stützel']"
Baunze(n),"['Baunzel', 'Baunzelein', 'Baunzerlein', 'Bäunzlein', 'Erdbirnbaunzel', 'Erdbirnenbaunzelein', 'Haselbaunzelein', 'Haselnussbaunzelein', 'Haselnussbaunzerlein', 'Schneebaunzerlein']"
Bausch,"['Bauschbäcklein', 'Bauschen', 'Bäuschel', 'Bäuschelein', 'Bäuschlein', 'Nutschbäuschel', 'Papierbäuschlein', 'Pausbackelein', 'Strobäuschelein', 'Strohbäuschlein']"
Bazi,['Bazilein']
Becher,"['Becherl', 'Becherlein', 'Essbecherlein', 'Henkelbecherlein', 'Herausfassbecherlein', 'Kaffeebecherlein', 'Salzbecherlein', 'Schnapsbecherlein', 'Schnaubenbecherlein', 'Schöpfbecherlein', 'Wasserbecherlein']"
Schlitten,"['Beckenschlittlein', 'Heuschlittlein', 'Rollschlittlein', 'Schlittenhörschel', 'Schlittlein']"
Steak,['Beefsteaklein']
Weib,"['Beerenweiblein', 'Beerweiblein', 'Fischweiblein', 'Gerstenweibel', 'Gerstenweiblein', 'Getreideweiblein', 'Haferweibel', 'Haferweiblein', 'Heidelbeerweiblein', 'Holzweiblein', 'Hundsweiblein', 'Hutzelweibel', 'Hutzelweiblein', 'Kanarienweiblein', 'Kornweiblein', 'Krenweiblein', 'Marktweiblein', 'Moosweiblein', 'Petzweibel', 'Pritschweiblein', 'Schnitzweibelein', 'Schwarzbeerweiblein', 'Spülweiblein', 'Standweiblein', 'Taubenweibchen', 'Taubenweibel', 'Taubenweiblein', 'Waldweiblein', 'Weibchen', 'Weibel', 'Weibelein', 'Weiberei', 'Weiblein']"
Beere,"['Beerlein', 'Butterbeerlein', 'Heidelbeerlein', 'Herrgottsbeerenchen', 'Johannisbeerlein', 'Kratzbeerlein', 'Lausbeerlein', 'Mehlbeerlein', 'Rotbeerlein', 'Schlehenbeerlein', 'Schwarzbeerlein', 'Vogelbeerbäumlein', 'Vogelbeerlein', 'Vögeleinsbeerlein', 'Vögelsbeerlein', 'Weinbeerlei', 'Weinbeerlein', 'Weißdornbeerlein']"
Leute,"['Beerleutlein', 'Leutchen', 'Leutlein']"
Beet,"['Beetchen', 'Beetel', 'Beetlein', 'Erdbirnenbeetlein', 'Erdäpfelbeetlein', 'Erdäpfleinsbeetlein', 'Häuptbeetlein', 'Häupterbeetlein', 'Vorbeetlein']"
halten,"['Behalterlein', 'Behälterlein', 'Federhalterl', 'Fleischgehälterlein', 'Gehälterl', 'Gehälterlein', 'Halterlein', 'Hälterlein', 'Küchenbehälterlein', 'Küchengehalterlein', 'Küchengehälterlein', 'Küchenkalterl']"
Gott,"['Behütsgöttlein', 'Gottchen', 'Gottelein', 'Gottlein', 'Herrgottlein', 'Herrgöttlein', 'Ölgötzlein']"
Beil,"['Beihel', 'Beihelein', 'Beilchen', 'Beilein', 'Hackbeilchen', 'Handbeihel', 'Handbeihelein', 'Handbeilchen', 'Handbeilein', 'Holzbeihelein', 'Holzbeilein', 'Pfahlbeilein', 'Teilbeilein']"
Stuhl,"['Beinstühlein', 'Fußstühlein', 'Hochzeitsstühlein', 'Katzenstühlein', 'Melkstühlein', 'Stuhlel', 'Stühlchen', 'Stühlein', 'Stühlelein']"
Beize,['Beizlein']
Brocken,"['Beißbröckelchen', 'Brockel', 'Brockelein', 'Bröckchen', 'Bröckel', 'Bröckelchen', 'Bröckelein', 'Bröckerl', 'Bröcklein', 'Erdbirnenbröckelein', 'Erdbirnenbröcklein', 'Erdäpfelsbröckelein', 'Fettbröckelein', 'Grundbirnbröckelein', 'Grundbirnenbröckelein', 'Grundbirnklößbröckelein', 'Hütesbröckelein', 'Kartoffelbröckelein', 'Kloßbröckelein', 'Klößbrandlein', 'Klößbröckelein', 'Klößebrotbröckelein', 'Klößebröckelchen', 'Klößebröckelein', 'Knödelbröckelein', 'Knödeleinbröckelein', 'Kuchenbröckelein', 'Maulbröckelein', 'Mordsbröckel', 'Nudelbröckelein', 'Nudelbröcklein', 'Platzbröckelein', 'Röstbröckelein', 'Schinkenbröckelein', 'Semmelbröckel', 'Semmelbröckelein', 'Semmelbröcklein', 'Spatzenbröckelein', 'Speckbröckel', 'Speckbröckelein', 'Stollenbröckelein', 'Weckbröckchen', 'Weckbröckel', 'Weckbröckelchen', 'Weckbröckelein', 'Weckbröcklein']"
beißen,"['Beißerlein', 'Bisslein', 'Ohrenbeißerlein', 'Wurstbisslein']"
Bengel,['Bengelein']
Bernhard,['Benzelein']
Berg,"['Berglein', 'Schlittenbergel', 'Schlittenberglein']"
Weg,"['Bergwegel', 'Fußwegel', 'Fußweglein', 'Förstersweglein', 'Gangweglein', 'Gehwegel', 'Gehweglein', 'Hasenwegel', 'Hasenweglein', 'Hohlweglein', 'Holzwegel', 'Holzweglein', 'Jagersweglein', 'Jägersweglein', 'Jägerweglein', 'Kirchenweglein', 'Pirschweglein', 'Rehweglein', 'Schlangenweglein', 'Schleichweglein', 'Spitzbubenweglein', 'Spitzwegelein', 'Trampelweglein', 'Waldwegel', 'Waldweglein', 'Wegel', 'Weglein']"
Wagen,"['Bernerwägelein', 'Brautwägelein', 'Chaisenwägelchen', 'Eisenbahnwägelein', 'Federwägelein', 'Federwäglein', 'Gajwägelein', 'Gajwägenlein', 'Graswägelein', 'Gäuwägelein', 'Jochwägelein', 'Käsebrotwägelein', 'Landwägelein', 'Milchwäglein', 'Motorwägelein', 'Reisewägelein', 'Rollwägelein', 'Sauwägelein', 'Steirerwägelein', 'Unglückswägelein', 'Wagenlünnelein', 'Wagenlünnlein', 'Wagensteckelein', 'Wagenstiefelein', 'Wagerl', 'Wägelein', 'Zapfel', 'Zeisigwagelein', 'Zeisigwägelein']"
Kissen,"['Beruhigungskisslein', 'Einbindkissel', 'Hefekisselein', 'Kisselein', 'Kisslein', 'Kopfekisslein', 'Kopfkisslein', 'Wickelkisselein']"
Tasche,"['Bescheidtäschlein', 'Geldtäschlein', 'Grundbirnentäschelein', 'Hirtentäschlein', 'Hosentaschel', 'Leuchsentaschen', 'Seitentäschlein', 'Taschenziegel', 'Täschlein', 'Uhrtäschlein', 'Waagscheitleintäschlein', 'Waagtaschen', 'Waagtäschlein']"
Besen,"['Beschen', 'Besel', 'Beselein', 'Besenchen', 'Beslein', 'Borstbesel', 'Handbeschen', 'Handbesel', 'Handbeselein', 'Handbesenchen', 'Handbeslein', 'Kehrbesel', 'Kehrbeselein', 'Kehrbeslein', 'Kehrichbeselein', 'Kehrichtbeselein', 'Marktbeslein', 'Stubenbesel']"
wissen,['Besserwisserlein']
suchen,"['Besucherlein', 'Versuchelein', 'Versucherl', 'Versucherlein']"
graben,"['Besuchsgräbelein', 'Bettgräbelein', 'Grabelein', 'Grabenlein', 'Grabenmachen', 'Graberl', 'Grebel', 'Gräbchen', 'Gräbelchen', 'Gräbelein', 'Gräbenlein', 'Gräbenmachen', 'Gräberl', 'Gräblein', 'Lachgräbelein', 'Straßgräblein', 'Wassergrabelein', 'Wassergräbchen', 'Wassergräbelein', 'Wassergräbenlein', 'Wiesengräblein']"
Bethmann,"['Bethmännchen', 'Bethmännlein']"
Pater,"['Betpäterlein', 'Geißpaterl', 'Paterl', 'Paterlein', 'Päterlein', 'Rosenkranzpaterlein', 'Rosenkranzpäterlein', 'Rosenpäterlein']"
betteln,"['Bettelerei', 'Bettlerei', 'Gebettel', 'Hundsbettel']"
hüpfen,"['Betthupferlein', 'Betthüpferl', 'Betthüpferlein', 'Hupferlein', 'Hüpferghandi', 'Hüpferlein', 'Nachthüpferlein', 'Stückelhüferlein']"
Hase,"['Betthäschen', 'Hasel', 'Hasenhannlein', 'Hasenpärlein', 'Hasenöhrel', 'Hasenöhrlein', 'Haserl', 'Hasi', 'Häschen', 'Häsel', 'Häselein', 'Häslein', 'Märzenhäschen', 'Pfannenhäslein']"
Bett,"['Bettlein', 'Bettziechelein', 'Erdäpfelbettel', 'Himmelbettlein', 'Kinderbettchen', 'Kinderbettlein', 'Wiegenbettchen']"
seichen,"['Bettseicherlein', 'Froschgeseichi', 'Geseichi', 'Hundsgeseichi', 'Pferdegeseichlein', 'Seichdurdel', 'Seichelein', 'Seicherei', 'Säugeseichi']"
Statt,"['Bettstattel', 'Bettstattlein', 'Bettstättel', 'Bettstättlein', 'Kinderbettstättlein']"
Beule,"['Beuel', 'Blutbeulein']"
Beute,['Beutelein']
Beutel,"['Beutlerei', 'Mückenbeutelein']"
bib,"['Bibchen', 'Bibelein', 'Bibi', 'Biblein', 'Bibmätzlein', 'Bilein', 'Wiwi']"
Huhn,"['Bibhühnlein', 'Haselhühnlein', 'Hinkelchen', 'Hühnchen', 'Hühnerchen', 'Hühnerhäuslein', 'Hühneri', 'Hühnerlein', 'Hühnlein', 'Hünkel', 'Tannenhühnlein', 'Zipfethühnlein', 'Zwerghühnlein']"
biegen,['Biegelein']
Biene,"['Bienchen', 'Bienlein']"
Bier,"['Bierbäuchlein', 'Bierdümpfel', 'Bierl', 'Bierlein', 'Bierschlagel']"
Fass,"['Bierfasslein', 'Bierfässchen', 'Bierfässel', 'Bierfässlein', 'Buttererfässlein', 'Butterfässlein', 'Fleischfassel', 'Fässchen', 'Fässel', 'Fässlein', 'Holzwetzfässlein', 'Krautfässlein', 'Kullerfässlein', 'Mehlfässlein', 'Pulverfässlein', 'Rauchfässlein', 'Rollerfässlein', 'Rollfässlein', 'Salzfassel', 'Salzfässchen', 'Salzfässel', 'Salzfässlein', 'Salzfäßlein', 'Salznäpflein', 'Schlotterfässlein', 'Steinfässlein', 'Wetzfassel', 'Wetzfässlein']"
Kappe,"['Bierflaschenkäpplein', 'Flaschenkäpplein', 'Kappelein', 'Käppchen', 'Käppel', 'Käppelein', 'Käppi', 'Käpplein', 'Patschkappel', 'Pfaffenkäppelein', 'Pfaffenkäpplein', 'Pritschkappel', 'Puppenkäpplein', 'Rotkäppchen', 'Rotkäpplein', 'Schirmlein', 'Schlotfegerskäpplein', 'Sommerkäpplein', 'Sportkäpplein', 'Verschlusskäpplein', 'Zündkappel', 'Zündkäppelein']"
saufen,"['Bierflaschensüffel', 'Gesöffi', 'Saufelein', 'Sauferlein', 'Saufsäulein', 'Süffel']"
Flasche,"['Bierfläschlein', 'Flaschel', 'Fläschel', 'Fläschi', 'Fläschlein', 'Milchflaschel', 'Milchfläschel', 'Milchfläschlein', 'Riechfläschlein']"
Kapsel,"['Bierkäpselein', 'Flaschenkapselein', 'Flaschenkäppselein', 'Flaschenkäpselein', 'Kapselein', 'Kapslein', 'Käpselein', 'Käpslein', 'Zündkapselein', 'Zündkapslein', 'Zündkäpselein']"
neigen,"['Bierneiglein', 'Kaffeeneiglein', 'Neigel', 'Neigelein', 'Neiglein', 'Neigsel', 'Neigtelein']"
Papp,"['Bierpappe(r)lein', 'Feuersteinleinspapierlein', 'Firmenpappe(r)lein', 'Flaschenpappe(r)lein', 'Morepappel', 'Papfel', 'Papierpappe(r)lein', 'Pappel', 'Pappelein', 'Papperl', 'Papperlein', 'Päppel', 'Päppelein']"
Pläpper,"['Bierpläpperlein', 'Flaschenpläppe(r)lein', 'Papierpläppe(r)lein', 'Pläpperl', 'Pläpperlein']"
Schild,"['Bierschildlein', 'Firmenschildlein', 'Flaschenschildlein', 'Kappenschildel', 'Reklameschildlein', 'Schildchen', 'Schildel', 'Schildlein', 'Schirmschildel']"
stopfen,"['Bierstöpsel', 'Flaschenstopfel', 'Flaschenstopsel', 'Flaschenstöpfel', 'Gestopsel', 'Grundbirnenstopferlein', 'Grundbirnenstöpferlein', 'Gänsestöpfel', 'Gänsestöpfelein', 'Kartoffelstopferlein', 'Stopfel', 'Stopferei', 'Stopferlein', 'Stoppel', 'Stopsel', 'Stöpfel', 'Stöpfelein', 'Stöppel', 'Stöppelchen']"
Stummel,"['Bierstümmelein', 'Katzenstummelein', 'Schwanzstummellein', 'Stummellein', 'Stummerlein', 'Stümmelein', 'Stümmellein']"
Stürze,['Bierstürzel']
Zettel,['Bierzettelein']
Billett,['Billettlein']
Bimmel,['Bimbelein']
Birke,"['Birkchen', 'Birkelchen', 'Birkelein', 'Birkenbäumchen', 'Birkenbäumlein', 'Birklein']"
Reis,"['Birkenreislein', 'Reisigmachen', 'Reisigsbündelein', 'Reislein', 'Reisleinbündel']"
Stamm,"['Birkenstämmchen', 'Erdsstämmlein', 'Schneidstämmlein', 'Stämmlein']"
Birne,"['Birnlein', 'Bratgrundbirnlein', 'Erdbirnbaunzlein', 'Erdbirndatscherlein', 'Erdbirnditscherlein', 'Erdbirnenbäuchlein', 'Erdbirnenknödelein', 'Erdbirnhäufel', 'Erdbirnlein', 'Erdbirnsnudel', 'Grunbirnlein', 'Grundbirnbällelein', 'Grundbirnbäuchlein', 'Grundbirnchen', 'Grundbirndätschelein', 'Grundbirnenrangelein', 'Grundbirnenränzelein', 'Grundbirnenstutzel', 'Grundbirnentäschlein', 'Grundbirnenwürstlein', 'Grundbirnenzeilein', 'Grundbirnereihlein', 'Grundbirnescheibelein', 'Grundbirnhäuflein', 'Grundbirnlatschen', 'Grundbirnlein', 'Grundbirnscheibel', 'Grundbirnspfannekuchen', 'Grundbirnsplätzlein', 'Grundbirnstätscherlein', 'Quellgrundbirnchen', 'Sauerdbirnlein', 'Säuerdbirnlein', 'Säugrundbirnchen', 'Säugrundbirnlein']"
bisen,"['Biselein', 'Bisepampel']"
bisschen,"['Bissel', 'Bisselein', 'Hundsfotzenbisslein', 'Scheißbisslein']"
bitten,['Bittlein']
blasen,"['Blasel', 'Blaselein', 'Blaserei', 'Blaserlein', 'Blaslein', 'Bläschen', 'Bläsel', 'Bläselein', 'Bläslein', 'Sonntagsbläschen']"
Rohr,"['Blasröhrlein', 'Drainageröhrlein', 'Röhrchen', 'Röhrentürlein', 'Röhrl', 'Röhrlein', 'Schnittlauchröhrlein', 'Sporzröhrlein', 'Spörzröhrlein', 'Sürleinsröhrlein', 'Vaterunserröhrlein']"
Blatt,"['Blattel', 'Blättel', 'Blättlein', 'Butterblättlein', 'Dengelblättchen', 'Dengelblättlein', 'Dorfblättel', 'Dorfblättlein', 'Duftblättlein', 'Dürrblättlein', 'Fehlblättlein', 'Feuerblättlein', 'Fraublättlein', 'Frauenblättel', 'Frauenblättlein', 'Gemeindeblättlein', 'Geschmackblättlein', 'Herzblattel', 'Herzblattlein', 'Herzblättchen', 'Herzblättel', 'Herzblättlein', 'Herzelblättlein', 'Hetschenblättlein', 'Kleeblättlein', 'Knallblättchen', 'Knallblättlein', 'Käsblättlein', 'Lärchenblättlein', 'Mohnblättlein', 'Ohnmachtsblättlein', 'Patakenblättlein', 'Pfauenblättlein', 'Pfefferminzblättlein', 'Pulverblattlein', 'Pulverblättchen', 'Pulverblättlein', 'Rangesblättlein', 'Riechblättel', 'Riechblättlein', 'Rosenblättlein', 'Scheißhausblättel', 'Schießblättchen', 'Schießblättlein', 'Schmeckblättchen', 'Schmeckblättlein', 'Schmeckenblättel', 'Schmeckenblättlein', 'Schmeckensblättlein', 'Schmeckerblattlein', 'Schulterblättlein', 'Schwarzblättlein', 'Sechserblättlein', 'Sensenblättel', 'Sonntagsblättlein', 'Stadtblättel', 'Stadtblättlein', 'Sägblattel', 'Sägblattlein', 'Sägblättel', 'Sägblättlein', 'Sägeblättlein', 'Sägenblattlein', 'Sägenblättlein', 'Tagblattel', 'Tagblättlein', 'Wochenblättel', 'Wochenblättlein', 'Zeitungsblättlein', 'Zündblattel', 'Zündblättchen', 'Zündblättel', 'Zündblättlein']"
Stiel,"['Blaustielein', 'Krausköhlstiele', 'Mangoldsstiele', 'Mangoldstiele', 'Rechenstielein', 'Runkelstiele', 'Stiele', 'Stielein', 'Stiellein']"
Blech,"['Blechel', 'Blechlein', 'Essenblechlein', 'Plätzleinsblechlein', 'Reibblechlein']"
Schaf,"['Blechschäflein', 'Fichtenschäfchen', 'Kellerschäfelein', 'Leuchtschäflein', 'Mauernschäfelein', 'Mauernschäferl', 'Mauernschäflein', 'Mauerschäfchen', 'Mauerschäflein', 'Schafchen', 'Schaflein', 'Schäfchen', 'Schäfel', 'Schäfelein', 'Schäferei', 'Schäferschaufel', 'Schäfersschaufel', 'Schäflein', 'Tannenschäfchen', 'Tannenschäfel', 'Tannenschäflein']"
blass,['Blesslein']
bleuen,"['Bleuel', 'Mangbleuel', 'Waschbleuel', 'Wäschebleuel']"
blind,"['Blindschleichel', 'Blindschleichlein']"
Scherbe,"['Blumenscherbel', 'Blumenscherbelein', 'Handscherbel', 'Scherbenlein']"
Topf,"['Blumentöpfel', 'Blumentöpflein', 'Düppchen', 'Henkeltöpflein', 'Kaffeetöpfel', 'Kaffeetöpflein', 'Kästöpflein', 'Milchtöpflein', 'Nachttöpfel', 'Nachttöpflein', 'Salztöpfchen', 'Salztöpflein', 'Schnürpfeltöpfel', 'Schnürpfeltöpflein', 'Schöpftöpflein', 'Töpfchen', 'Töpfedeckel', 'Töpfel', 'Töpflein', 'Wassertöpflein', 'Zötteltöpflein']"
Nagel,"['Blutnägelein', 'Buschnägelein', 'Gewürznägelein', 'Holznägellein', 'Kornnäglein', 'Nägelchen', 'Nägellein', 'Pfingstnägelein', 'Schuhnägellein', 'Sohlennägellein', 'Studentennägelein', 'Täcksnägellein', 'Zimtnägelein']"
tropfen,"['Blutströpflein', 'Tropflein', 'Tröpfel', 'Tröpflein']"
bläken,"['Bläkerei', 'Bläkserei']"
Gosche,"['Bläkgoschen', 'Goschel', 'Goschelein', 'Goschen', 'Göschchen', 'Göschel', 'Göschlein', 'Kirschengöschlein', 'Pappelgöschel', 'Pappelgöschelein', 'Pappelgöschlein', 'Pfenniggöschlein', 'Pfennigsgöschlein', 'Plappergöschlein', 'Schlappergöschlein', 'Schmollgöschlein', 'Zuckergöschlein']"
Blatter,['Blätterlein']
Horn,"['Blätterteighörnlein', 'Butterhörnlein', 'Eichhörnchen', 'Eichhörnel', 'Eichhörni', 'Eichhörnlein', 'Hörnchen', 'Hörnel', 'Hörnlein', 'Kaffeehörnlein', 'Kammhörnlein', 'Kipfhörnlein', 'Leiterhörnlein', 'Milchhörnlein', 'Mohnhörnlein', 'Nusshörnlein', 'Plunderhörnlein', 'Salzhörnlein', 'Schlittenhörnlein', 'Schneckenhörnlein', 'Schnecknhörnchen', 'Teighörnlein', 'Wetzhörnlein', 'Wetzsteinhörnlein', 'Wollehörnlein']"
Bloch,"['Blöchel', 'Blöchlein', 'Schleifblöchlein', 'Schneidblöchlein']"
Block,"['Blöcklein', 'Schnurblöcklein', 'Windenblöcklein']"
Bluse,"['Blüslein', 'Kirchweihblüslein']"
blühen,['Blütlein']
Bock,"['Bockel', 'Bockelein', 'Bockerl', 'Bockerlein', 'Bocklein', 'Böckchen', 'Böckel', 'Böckelchen', 'Böckelein', 'Böcklein', 'Dampfbockel', 'Dengelböckel', 'Dengelböcklein', 'Geißböckchen', 'Geißböckel', 'Geißböckelchen', 'Geißböcklein', 'Getreidebockel', 'Hutzebockel', 'Hutzebockelein', 'Hörnerböcklein', 'Kornbockelein', 'Rollenbockel', 'Rollerbockel', 'Schafbockel', 'Stutzbockel', 'Stutzerbockel', 'Stutzerbockelein', 'Tannenbockelein', 'Windböcklein', 'Ziegenböcklein']"
Haufen,"['Bockhäuflein', 'Erdbirnenhäufel', 'Feldsteinhäuflein', 'Gerstenhäuflein', 'Getreidehäuflein', 'Grummethäuflein', 'Grundbirnenhäufel', 'Haberhäuflein', 'Haufel', 'Häufchen', 'Häufel', 'Häufelein', 'Häuflein', 'Häuftlein', 'Kornhäuflein', 'Kreuzhäuflein', 'Schlumphäuflein', 'Steinhäufelein', 'Steinhäuflein', 'Weizenhäuflein', 'Wetterhäuflein', 'Wiedehäuflein', 'Windhäuflein']"
Bogen,"['Bogelein', 'Bögelein', 'Böglein', 'Ofenrohrbögelein', 'Rohrbögelein']"
Eimer,"['Bogeneimerlein', 'Eimerlein', 'Esseneimerlein', 'Essenstrageimerlein', 'Essentrageimerlein', 'Fabrikeimerlein', 'Henkeleimerlein', 'Heueimerlein', 'Marmeladeneimerlein', 'Melkeimerl', 'Melkeimerlein', 'Milcheimerlein', 'Salzeimerlein', 'Suppeneimerlein']"
Bohne,['Bohnlein']
bohren,"['Bohrerlein', 'Böhrerlein', 'Böhrlein', 'Nagelböhrlein']"
Neber,"['Bohrneberlein', 'Nagelneberl', 'Nagelneberlein', 'Neberlein']"
Rad,"['Bollerrädlein', 'Fahrradlein', 'Pfannkuchenrädlein', 'Radel', 'Radstiftlein', 'Rädel', 'Rädlein', 'Schlagrädlein', 'Särädlein', 'Uhrrädlein', 'Wursträdlein', 'Äpfelrädlein']"
Bollen,"['Bolli', 'Böllerlein', 'Gassenbolli', 'Hasenböllelein', 'Saubolli', 'Speckböllenlein']"
Bommel,['Bommelein']
Bonbon,['Bonbonlein']
Papier,"['Bonbonleinpapierlein', 'Bonbonpapierlein', 'Bonbonspapierlein', 'Bonbonswickelpapierchen', 'Einwickelpapierlein', 'Feuerpapierlein', 'Feuersteinpapierlein', 'Guteleinpapierchen', 'Gutsleinspapierlein', 'Gutspapierchen', 'Gutspapierlein', 'Leckerleinspapierlein', 'Papierchen', 'Papierlein', 'Patschpapierlein', 'Platzpapierlein', 'Schießpapierl', 'Steinleinpapierlein', 'Steinleinspapierlein', 'Zuckerleinspapierlein', 'Zuckerlpapierlein', 'Zuckerpapierlein', 'Zuckersteinpapierlein']"
Tüte,"['Bonbontütchen', 'Lohntütlein', 'Trantuttel']"
Borste,['Borstelein']
wischen,"['Borstwischlein', 'Faustwischlein', 'Kehrwischlein', 'Strohwischelein', 'Strohwischlein', 'Wischelein', 'Wischerl', 'Wischerlein', 'Wischlein', 'Wüschel', 'Ziegelwuschlein']"
borzen,['Borzel']
Bote,"['Botenhafel', 'Botenhäfel', 'Botenkännelein', 'Botschi']"
Kanne,"['Botenkännlein', 'Essenkännchen', 'Essenkännlein', 'Essentragkännlein', 'Esskännlein', 'Henkelkännlein', 'Kannel', 'Kannelein', 'Kannlein', 'Kännchen', 'Kännel', 'Kännelein', 'Kännlein', 'Milchkannel', 'Milchkannelein', 'Milchkannlein', 'Milchkännchen', 'Milchkännel', 'Milchkännelein', 'Milchkännlein', 'Salzkännchen', 'Suppenkännlein']"
Martin,"['Bozemärtel', 'Butzemärtel', 'Geifermärtel', 'Hirschenmärtel', 'Katzenmärtel', 'Lachmärtel', 'Luthermartlein', 'Martini', 'Nussmärtel', 'Pelzemärtel', 'Pelzmärtel', 'Pelzmärtelein', 'Pelzmärtlein', 'Pfingstmartel', 'Rollermärtel', 'Rußmärtel']"
brach,"['Brachelein', 'Bracherlein', 'Brachlein']"
brack,"['Brackel', 'Brackelein', 'Katzenbrackel', 'Säubrackel']"
brammeln,"['Brambel', 'Brammel']"
Brand,"['Brandlein', 'Brändel', 'Brändelein', 'Brändlein', 'Eierbrändlein', 'Erdäpfelsbrändlein']"
Pratsche,"['Braschel', 'Pratschel']"
Erde,"['Braterdäpfel', 'Dämpferdäpfel', 'Erdhüttlein', 'Erdäpfelbumblein', 'Erdäpfelspfannkelein', 'Geißerdäpfelein', 'Samenerdäpfel', 'Samerdäpfel', 'Sauerdäpfelein', 'Siloerdäpfel', 'Säuerdäpfelein']"
Scheibe,"['Bratgrundbirnenscheibelein', 'Erdbirnenscheibelein', 'Erdbirnenschäufelein', 'Erdäpfelscheibelein', 'Erdäpfelschäufelein', 'Grundbirnenklößscheibelein', 'Grundbirnenscheibelein', 'Grundbirnscheibelein', 'Grundbirnschöppelein', 'Kartoffelscheiblein', 'Klößscheibelein', 'Leckscheibelein', 'Scheibel', 'Scheibelein', 'Scheiblein']"
Brot,"['Bratwurstbrötchen', 'Bratwurstbrötlein', 'Brotbissel', 'Brotbröckelchen', 'Brotbröckelein', 'Brotbröcklein', 'Brotbröselein', 'Brotbröslein', 'Brotkrümel', 'Brotsbröselein', 'Brotschaffelein', 'Brötchen', 'Brötlein', 'Fransbrötlein', 'Kaiserbrötlein', 'Kümmelbrötlein', 'Milchbrötchen', 'Milchbrötlein', 'Mohnbrötlein', 'Mundbrötlein', 'Salzbrötlein', 'Schnittbrötlein', 'Semmelbrötlein', 'Sparbrötchen', 'Sternbrötlein', 'Wasserbrötchen', 'Wasserbrötlein', 'Weckbrötlein', 'Weißbrötchen', 'Wurstbrötel', 'Wurstebrötchen']"
Hans,"['Bratwursthänslein', 'Hänselein', 'Hänslein', 'Mutterhanselein', 'Prozesshansel', 'Streithansel', 'Wollenhanslein']"
Semmel,"['Bratwurstsemmelein', 'Maissemmelein', 'Schnittsemmelein', 'Semmelein']"
Weck,"['Bratwurstweckel', 'Bratwurstwecklein', 'Butterwecklein', 'Eierwecklein', 'Kammwecklein', 'Kindbettwecklein', 'Kreuzerwecklein', 'Kreuzwecklein', 'Kümmelwecklein', 'Milchwecklein', 'Mohnwecklein', 'Mundwecklein', 'Schnittwecklein', 'Spitzwecklein', 'Spulwecklein', 'Wallwecklein', 'Wasserwecklein', 'Weckbroselchen', 'Weckbrötelein', 'Weckchen', 'Weckel', 'Wecklein', 'Wurstwecklein', 'Zipfelwecklein']"
