Lemma,Grundform
Sau,"['Anderlingssäulein', 'Blutsauerei', 'Drecksäulein', 'Duttensäulein', 'Einlegesäulein', 'Futtersäulein', 'Korbsäulein', 'Krätzensäulein', 'Läufersäulein', 'Milchsäuchen', 'Milchsäulein', 'Saubartel', 'Saudrossel', 'Sauerei', 'Saugewurstel', 'Saulein', 'Saustrenzel', 'Sausäckel', 'Säuchen', 'Säuekriechen', 'Säuerei', 'Säulein', 'Zieheretsäulein', 'Zwergsäulein']"
Gabriele,['Angabi']
braten,"['Angebrati', 'Brätchen', 'Hasenbratel']"
schreien,"['Angstgeschrei', 'Angstschrei', 'Geschrei', 'Hahnenschrei', 'Katzengeschrei', 'Kindergeschrei', 'Kinderschreierei', 'Mordsgeschrei', 'Saugeschrei', 'Schmerzensschrei', 'Schmerzschrei', 'Schreckensschrei', 'Schreckschrei', 'Schrei', 'Schreierei', 'Wehschrei', 'Weibsbildergeschrei', 'Wutgeschrei']"
hauen,"['Anhauensel', 'Gartenhauerl', 'Gartenhaulein', 'Gottesackerhauerl', 'Grabeleinshaulein', 'Hauelein', 'Hauepickel', 'Hauerlein', 'Haulein', 'Pflanzhäulein', 'Rebenhauelein', 'Rebenhaulein', 'Reuthäulein', 'Spitzhaulein']"
Sense,"['Anhausensel', 'Bogensensel', 'Getreidesensel', 'Grassensel', 'Hafersensel', 'Sensel', 'Wurfsensel']"
hängen,"['Anhängelein', 'Anhängerlein', 'Anhänglein', 'Anhängsel', 'Aufhenkel', 'Aufhängel', 'Aufhängerl', 'Aufhängerlein', 'Aufhängsel', 'Geiferhängerl', 'Geiferhängerlein', 'Hangel', 'Hängel', 'Hängelein', 'Hängerlein', 'Hängeschaukel', 'Hänglein', 'Ohrenhängelein', 'Ohrgehänglein', 'Ohrhängel', 'Ohrhängelein', 'Ohrhängerlein', 'Ohrhänglein', 'Ohrhängselein', 'Paterleinsohrenhängerlein', 'Perleinsohrhängelein', 'Salzhängerlein', 'Trenshängelein']"
Kette,"['Anhängkettlein', 'Aufgurtkettlein', 'Bauchkettlein', 'Bindkettlein', 'Geißkettlein', 'Gurtkettlein', 'Halskettlein', 'Kettchen', 'Kettel', 'Kettlein', 'Kipfkettel', 'Kipfkettlein', 'Leuchsenkettlein', 'Reitelkettlein', 'Schanzkettlein', 'Schwenkkettlein', 'Sperrkettlein', 'Sprengkettlein', 'Spräußkettlein', 'Strangkettlein', 'Strängekettlein', 'Waagkettlein', 'Ziegenkettlein']"
Kipf,"['Aniskipflein', 'Kartoffelkipflein', 'Kipfchen', 'Kipfel', 'Kipflein', 'Kümmelkipflein', 'Mohnkipflein', 'Mürbteigkipflein', 'Salzkipflein', 'Zehnerkipflein']"
klopfen,"['Anklopfelein', 'Anklopferlein', 'Bierklöpfel', 'Fleischklopferlein', 'Klopfelein', 'Sprüchklopferei']"
legen,"['Anlagbackelein', 'Anlagknöppelein', 'Auslagbackelein', 'Einlegerlein', 'Legelein', 'Legerlein']"
Pack,"['Anpackerlein', 'Haselpäckelein', 'Packel', 'Packeslein', 'Packsel', 'Päckchen', 'Päckel', 'Päckelein', 'Päckfredlein', 'Päcklein']"
Ranft,"['Anranftlein', 'Brotränftlein', 'Ranferl', 'Ranftel', 'Ranftlein', 'Ränferl', 'Ränftel', 'Ränftelein', 'Ränftlein']"
Riss,['Anrisslein']
schlagen,"['Anschlagerlein', 'Hühnerschläglein', 'Schlagelein', 'Schlaglein', 'Schlägel', 'Schläglein', 'Umschlagtüchel']"
schneiden,"['Anschneidelein', 'Aufschneideri', 'Gesichtsschneiderei', 'Schneiderlein']"
Tafel,"['Anschreibtafelein', 'Biertaferl', 'Schokoladentäfelein', 'Schuldentafelein', 'Schuldentäfelein', 'Schuldtafelein', 'Signaltäfelein', 'Tafelein', 'Taferl', 'Täfelein', 'Täferl', 'Zechtafelein']"
schwarz,"['Anschwärzerlein', 'Schwarzelein', 'Schwarzerlein']"
wenden,"['Anwenderlein', 'Gewendlein', 'Notwendel', 'Notwenderlein', 'Notwendiglein']"
zeigen,"['Anzeigerlein', 'Zeigelein', 'Zeigerlein', 'Zeiglein']"
ziehen,"['Anzieherei', 'Anzieherlein', 'Bettziehelein', 'Kirchweihanzüglein', 'Nachzügerlein', 'Nachzüglein', 'Schraubenzieherlein', 'Ziehel', 'Ziehelein', 'Ziehetsäulein', 'Zügelchen', 'Züglein']"
Haar,"['Anziehhärlein', 'Armhärlein', 'Beinhärlein', 'Flaumhärlein', 'Fotzenhaarel', 'Haarel', 'Haarigel', 'Haarlein', 'Haarschwänzlein', 'Härlein', 'Häärchen', 'Maishärlein']"
zünden,"['Anzünderlein', 'Zündelein', 'Zünderlein']"
Backe,"['Apfelbäckchen', 'Apfelbäcklein', 'Bäckchen', 'Bäcklein', 'Engelbäcklein', 'Faustbäcklein', 'Fieberbäckchen', 'Fieberbäcklein', 'Goldbäcklein', 'Hullerbäcklein', 'Ohrenbäcklein', 'Pausbäckchen', 'Pausbäckelein', 'Pausbäcklein', 'Rotbäckchen', 'Rotbäcklein', 'Schmausbäckchen', 'Schmausbäcklein', 'Äpfelbäcklein']"
Baum,"['Apfelbäumlein', 'Bäumchen', 'Bäumel', 'Bäumelein', 'Bäumestutzel', 'Bäumlein', 'Christbäumlein', 'Fichtenbäumchen', 'Kirchweihbäumlein', 'Lichterbäumchen', 'Mai', 'Maibäumlein', 'Maienbäumchen']"
Datsch,"['Apfeldatschi', 'Datschen', 'Datschi', 'Ditschi', 'Dotschklößlein', 'Drütschel', 'Dutschklößlein', 'Dutschlein', 'Dätscherlein', 'Dätschlein', 'Döntschenbrei', 'Dütschlein', 'Erdbirndatschelein', 'Erdäpfelsdotschen', 'Erdäpfelsdutschlein', 'Grundbirnsdätscherlein', 'Kartoffeldutschlein', 'Kartoffeldätschlein', 'Knödelditschen', 'Korndatschel', 'Patakendütschen', 'Reiberdatschen', 'Zwetschgendatschi', 'Äpfeldätschlein']"
Herz,"['Apfelherzel', 'Apfelherzlein', 'Herzchen', 'Herzel', 'Herzelein', 'Herzepopel', 'Herzerl', 'Herzerlein', 'Herzi', 'Herzipetzi', 'Herzlein', 'Herzpünktlein', 'Lehrerherzelein']"
Kiste,"['Apfelkistlein', 'Futterkistlein', 'Holzkistlein', 'Kistchen', 'Kistlein', 'Kratzkistlein', 'Salzkistlein']"
Krapfen,"['Apfelkrapflein', 'Apfelkräpflein', 'Erdbirnenkräpflein', 'Erdbirnkrapflein', 'Erdäpfelkräpflein', 'Fleischkrapflein', 'Fleischkräpfchen', 'Grundbirnekrapflein', 'Grundbirnenkrapflein', 'Grundbirnenkräpflein', 'Grundbirnkrapflein', 'Grundbirnkräpflein', 'Hackfleischkräpflein', 'Kartoffelkrapflein', 'Kartoffelkräpfchen', 'Kartoffelkräpflein', 'Krapflein', 'Kräpflein', 'Kräppel', 'Äpfelkräpflein', 'Äpfelskräpflein']"
Kreben,"['Apfelkrebelein', 'Kreblein', 'Pflückkreblein']"
Krätze,"['Apfelkrätzlein', 'Erdapfelkrätzlein', 'Erdbirnenkrätzlein', 'Kartoffelkrätzlein', 'Kratzlein', 'Krätzel', 'Krätzenwecklein', 'Krätzlein', 'Krätzwecklein']"
Kopf,"['Apfelköpflein', 'Dickköpflein', 'Kopfelein', 'Köpferl', 'Köpflein', 'Lockenköpflein', 'Mohnköpflein', 'Mückenköpflein', 'Pfälzerköpfel', 'Trotzköpflein']"
Pfanne,"['Apfelpfännkelein', 'Grumbirnpfankel', 'Grundbirnennpfankel', 'Grundbirnenpfankel', 'Grundbirnenpfankelein', 'Grundbirnenpfannkel', 'Grundbirnenpfannkelein', 'Grundbirnenpfänkelein', 'Grundbirnpfankel', 'Grundbirnpfankelein', 'Grundbirnpfannenküchlein', 'Kartoffelpfankel', 'Kartoffelpfannkelein', 'Mehlpfankel', 'Pfankel', 'Pfankelein', 'Pfannehäslein', 'Pfännel', 'Pfännkelein', 'Pfännlein', 'Stumpespfankel', 'Stumpespfannkel', 'Äpfelpfännkelein']"
spalten,"['Apfelspalglein', 'Apfelspälglein', 'Spaltel', 'Spälglein', 'Spältlein']"
Happen,"['Appetithäppchen', 'Brothapplein', 'Häppchen', 'Häpplein']"
Gacks,"['Aprilgäckel', 'Gäckslein']"
Gans,"['Aprilgänslein', 'Gansel', 'Ganselein', 'Ganslein', 'Gänschen', 'Gänsel', 'Gänselein', 'Gänseschnickerlein', 'Gänseschöppel', 'Gänsi', 'Gänslein', 'Maigänslein', 'Nachbrutgänslein', 'Nachhinkgänslein', 'Stadtgänslein', 'Wacklgänslein']"
schicken,['Aprilschickel']
Gewand,['Arbeitsgewandel']
Bund,"['Armbündlein', 'Besenbündel', 'Bündel', 'Bündelein', 'Bündlein', 'Bürdelein', 'Deiselbündelein', 'Dornbündel', 'Dotenbündel', 'Eichenbündlein', 'Fichtenbündelein', 'Gebündlein', 'Getreidebündel', 'Haselnussbündelein', 'Herabbundtüchlein', 'Hetzbündel', 'Hochzeitbündel', 'Hochzeitsbündel', 'Hoffartsbündel', 'Holzbündlein', 'Hurenbündel', 'Kirchweihbündel', 'Kirchweihsbündel', 'Krakelbündel', 'Lindenbündlein', 'Läusbündel', 'Nervenbündel', 'Patenbündel', 'Prasselbündelein', 'Prasselbüschelein', 'Reisigbündel', 'Reisigbündelein', 'Reisigbündlein', 'Reisiggebündelein', 'Reisiggebündlein', 'Reisigsbündel', 'Reisigsbündlein', 'Reisigsgebündlein', 'Reisligbündel', 'Saubündel', 'Schaubbündel', 'Schilfbündel', 'Streubündel', 'Streubündelein', 'Streubüschel', 'Streubüschelein', 'Streuprügel', 'Strohbündel', 'Strohbündlein', 'Suppenbündelein', 'Tannenbündelein', 'Taufbündel', 'Wellebündel', 'Wellenbündel', 'Zwerchbündel', 'Zwetschgenbündel']"
arm,"['Armerlein', 'Armutei']"
voll,"['Armvollein', 'Handvollchen', 'Handvollein', 'Mundvollchen', 'Mundvollein', 'Reisigarmvollein', 'Ärmvollein']"
Arsch,"['Arschel', 'Arschelein', 'Arschgritzel', 'Arschi', 'Arschlein', 'Goldärschlein', 'Pappelärschlein', 'Sauärschlein', 'Ärschchen', 'Ärschel', 'Ärschlein']"
kitzeln,"['Arschkitzel', 'Nervenkitzel']"
kritzen,"['Arschkritzel', 'Arschkritzelein', 'Gekricksel', 'Gekritzel', 'Kritzelein']"
kratzen,"['Arschkrätzlein', 'Kratzel', 'Kratzelein', 'Kratzerei', 'Kratzerl', 'Kratzerlein', 'Kratzkästlein', 'Krätzerchen', 'Teigkratzerlein', 'Zwiebelbeetkrätzerlein']"
Asche,"['Aschekübel', 'Aschenbrödel', 'Aschenputtel']"
Ase,"['Asel', 'Asenstängel', 'Spanasel', 'Spanrasel', 'Spanraxel', 'Spänasel', 'Spändäsel', 'Äsel']"
Stange,"['Asenstänglein', 'Bohnenstänglein', 'Gelumpstängel', 'Glimmstängel', 'Herdstänglein', 'Höllstänglein', 'Lagstangnagel', 'Nikotinstängel', 'Ofenstängel', 'Ofenstänglein', 'Papierstänglein', 'Porreestängel', 'Poussierstängel', 'Rechenstängel', 'Rechenstänglein', 'Salzstangel', 'Salzstangelein', 'Salzstanglein', 'Salzstängel', 'Salzstängelchen', 'Salzstängelein', 'Salzstänglein', 'Schafstänglein', 'Schleifholzstängel', 'Schlittenstangel', 'Stangel', 'Stoßstangel', 'Stänglein', 'Trockenstangel', 'Trockenstänglein', 'Waagstänglein', 'Wasserstänglein', 'Wäschestängel', 'Wäschestänglein']"
Espe,"['Aspel', 'Espel', 'Espelein', 'Langaspel', 'Langespel']"
Assel,['Asselein']
Trank,"['Aufbautränklein', 'Trankel', 'Tranki', 'Tranklein', 'Tränkelein', 'Tränklein']"
lesen,"['Auflesapfel', 'Erdäpfelsleserei', 'Lesapfel']"
passen,['Aufpasserlein']
Lumpen,"['Aufspüllumplein', 'Lumpelein']"
Boden,"['Aufstellbödchen', 'Bödelein', 'Futterbödelein', 'Tanzbödelein']"
waschen,"['Aufwascherei', 'Bleuwäschel', 'Wascherei', 'Waschständelein', 'Wäschetrocklein', 'Wäschschüssel', 'Wäschstämpfel']"
Weiher,"['Aufzuchtweiherlein', 'Feuerweiherlein', 'Fischweiherlein', 'Himmelsweiherlein', 'Ortsweiherlein', 'Weiherlein']"
Ähre,"['Aufährlein', 'Leseährlein', 'Mäusährlein', 'Ährchen', 'Ährlein']"
falten,"['Augenfaltelein', 'Augenfältelein', 'Augenfältlein', 'Faltlein', 'Fältelein', 'Fältlein', 'Lachfaltlein', 'Lachfältchen', 'Lachfältelein', 'Lachfältlein', 'Lustfaltlein']"
Ring,"['Augenringel', 'Baumringel', 'Baumringlein', 'Eierringlein', 'Eiringlein', 'Fingerringlein', 'Grindsringel', 'Gänseringel', 'Jahresringel', 'Ohrenringlein', 'Ohrringel', 'Ohrringelein', 'Ohrringlein', 'Paterleinsohrringlein', 'Paterleinsringlein', 'Perlenohrenringlein', 'Perlenohrringlein', 'Perlohrringlein', 'Perlringlein', 'Rauchringel', 'Rauchringelein', 'Rauchringlein', 'Ringel', 'Ringelein', 'Ringlein', 'Schneeringel', 'Sensenringel', 'Sensenringlein', 'Waagringlein', 'Zigarrenringlein']"
Sack,"['Augensäcklein', 'Beruhigungssäcklein', 'Bettelsäcklein', 'Brunzsäckelchen', 'Dicksackel', 'Dicksäckel', 'Dicksäcklein', 'Futtersäcklein', 'Hosensäckel', 'Hosensäcklein', 'Hurensäckel', 'Innensäckel', 'Klammersäckchen', 'Lumpensäckel', 'Lügensäckel', 'Lümpersäckel', 'Mehlsäcklein', 'Nutschsäckel', 'Polentasäckel', 'Presssäcklein', 'Sackel', 'Säckel', 'Säcklein', 'Zwickersäcklein']"
raffen,"['Ausgeraffel', 'Ausraffel', 'Bläkerraffel', 'Bläkraffel', 'Geraffel', 'Raffel', 'Rüffel', 'Zahnraffel', 'Zähneraffel']"
nähen,"['Ausnäherlein', 'Nähörtlein', 'Pfuschnäherei']"
sagen,"['Aussagelein', 'Gesagi', 'Lügsagerei']"
stechen,"['Ausstecherlein', 'Bauchstecherlein', 'Butterzeugstecherlein', 'Gestechlein', 'Plätzleinsausstecherlein', 'Stecherlein']"
Form,"['Ausstechförmchen', 'Ausstechförmlein', 'Backförmlein', 'Blechförmlein', 'Döckeleinsförmlein', 'Formlein', 'Förmchen', 'Förmelein', 'Förmlein', 'Gutesleinsförmlein', 'Kuchenförmlein', 'Platzelförmlein', 'Platzleinsförmlein', 'Plätzchenförmlein', 'Plätzchensförmchen', 'Plätzleinförmlein', 'Plätzleinsförmlein', 'Zuckerförmlein']"
aus,['Auswürfel']
Stube,"['Auszugsstüblein', 'Dachstüblein', 'Großratzerstübel', 'Hirnstüblein', 'Oberstüblein', 'Patstüblein', 'Poststübel', 'Schlafstübchen', 'Stübchen', 'Stübel', 'Stüblein']"
Auto,['Autolein']
Babel,['Babelein']
Baby,['Babylein']
Bache,['Bachel']
Bein,"['Bachstelzenbeinlein', 'Barnsbeinchen', 'Beinchen', 'Beinlein', 'Butterbeinlein', 'Feenbeinlein', 'Geißbeinlein', 'Katzenbeinlein', 'Linsenbeinlein', 'Schlittenbeinlein', 'Stampfbeinlein', 'Steckenbeinlein', 'Strampelbeinlein', 'Stämpfbeinlein', 'Säubeinlein', 'Trippelbeinlein', 'Weifbeinlein', 'Wurstbeinlein', 'Zigeunersbeinlein']"
Kloß,"['Backesklößlein', 'Ballenklößlein', 'Brotklößlein', 'Datschklößlein', 'Erdäpfelklößlein', 'Fleischklößchen', 'Fleischklößel', 'Fleischklößlein', 'Gehacktesklößlein', 'Grießklößlein', 'Grundbirnenklößlein', 'Grundbirnklößlein', 'Hackfleischklößlein', 'Hackklößchen', 'Kartoffelklößlein', 'Klößchen', 'Klößerdapfel', 'Klößerdäpfel', 'Klößlein', 'Klößscheibchen', 'Klößschäufelein', 'Mehlklößlein', 'Patschklößlein', 'Röhrenklößlein', 'Stumpenklößlein', 'Stumpesklößlein', 'Äpfelklößlein']"
Stück,"['Backesstückchen', 'Brotstücklein', 'Dengelstücklein', 'Erdäpfelstücklein', 'Frühstückel', 'Goldstücklein', 'Grundbirnenstückchen', 'Hefestückchen', 'Kunststücklein', 'Magenstücklein', 'Reibigstücklein', 'Schokoladenstücklein', 'Schulfrühstücklein', 'Seitenstücklein', 'Semmelstückel', 'Stolperstücklein', 'Stückchen', 'Stückel', 'Stückerl', 'Stücklein', 'Wetzstücklein', 'Zuckerstücklein']"
Krücke,"['Backkrücklein', 'Kruckel', 'Krückel', 'Krücklein', 'Ofenkrückel', 'Ofenkrücklein', 'Teigkrücklein']"
Schüssel,"['Backschüsselein', 'Handschüsselein', 'Salzschüsselein', 'Schüsselein', 'Waschschüsselein']"
Spreißel,"['Backspreißelein', 'Holzspreißelein', 'Kienspreißelein', 'Spreißelchen', 'Spreißelein', 'Spreißlein', 'Sprisselein']"
Wanne,"['Backwännlein', 'Ofenwannel', 'Ofenwännlein', 'Schrotwännlein', 'Wännel', 'Wännlein']"
Bad,['Baderlein']
Bahn,"['Bahnlein', 'Bähnlein']"
Bajazzo,['Bajazzel']
Bajes,['Bajeslein']
balfern,['Balferlein']
Knödel,"['Ballenknödelein', 'Brotknödlein', 'Erdbirnenknödlein', 'Erdbirnknödelein', 'Erdknödelein', 'Fleischknödlein', 'Fransenknödelein', 'Fransenknödlein', 'Gesottenknödelein', 'Hackfleischknödlein', 'Hafenknödelein', 'Hefeknödelein', 'Hefeknödlein', 'Knödelein', 'Knödlein', 'Mehlknödelein', 'Mehlknödlein', 'Ofenknödelein', 'Ofenknödlein', 'Pfannenknödelein', 'Röhrknödelein', 'Schwammknödelein', 'Schwämmknödlein', 'Semmelknödlein', 'Serviettenknödlein']"
Ball,"['Ballenlein', 'Bällchen', 'Bällein', 'Stoffbällchen']"
rußen,"['Ballenrusslein', 'Ballrusslein', 'Rusel', 'Russel', 'Russerlein', 'Zwergrusslein']"
Ballon,['Ballönlein']
bampeln,"['Bammel', 'Bammlein', 'Bampelchen', 'Bisebampel', 'Bommel', 'Bompel', 'Bompelchen', 'Bompelein', 'Bämbelein', 'Bämplein', 'Dreckbampel', 'Haselnussbämpelein', 'Katzenbämpelein', 'Scheuerbampel', 'Scheuernbompel']"
bammen,"['Bampel', 'Bampelein', 'Bimpelein', 'Bämpelein']"
bampf,['Bampfelein']
binden,"['Bandel', 'Banderl', 'Bandlein', 'Bauchbindlein', 'Bauchbändlein', 'Bindenagel', 'Bändchen', 'Bändel', 'Bändelein', 'Bändlein', 'Dreschbändel', 'Einbindbändel', 'Fatschbändel', 'Fatschenbändel', 'Firstbandel', 'Garbbändel', 'Garbbändlein', 'Garbenbändel', 'Garbenbändlein', 'Haarbändel', 'Halsbändlein', 'Herunterbindtüchlein', 'Hosenbändel', 'Imponierbändel', 'Kornstrohbündel', 'Lederhalsbändlein', 'Papierbändlein', 'Pressbändel', 'Rauchbindlein', 'Samtbändlein', 'Schuhbändel', 'Schurzbändel', 'Schürzenbändel', 'Seulbändel', 'Steuerbindlein', 'Stierbändel', 'Stirnbändlein', 'Strohbändel', 'Trauerbändlein', 'Waagbändlein', 'Wegbindelein', 'Wickelbändel', 'Wickelbändlein', 'Wurstbändel', 'Zigarettenbändlein', 'Zigarrenbändlein']"
Bankert,"['Bankerl', 'Bankerslein', 'Bankertlein']"
Barbara,"['Barbelein', 'Bärbelein', 'Christkindleinsbärbelein', 'Dreckbärbel', 'Käsbärbel', 'Marktbärbel', 'Pissbärbel', 'Sandbarbel', 'Schnappbabel', 'Sottbärbel']"
Barchent,"['Barchel', 'Barchen']"
Barg,"['Bargel', 'Bergel', 'Bärgel', 'Bärgelein', 'Bärglein', 'Streitbargel', 'Streitbärgel']"
Barn,"['Barnlein', 'Bärnlein']"
Laib,"['Barraslaiblein', 'Batzenlaiblein', 'Bratwurstlaibel', 'Bratwurstlaiblein', 'Butterlaiblein', 'Fleischlaiblein', 'Hefelaiblein', 'Kaiserlaiblein', 'Kommisslaiblein', 'Kreuzerlaiblein', 'Käslaibel', 'Käslaiblein', 'Kümmellaiblein', 'Laibchen', 'Laibel', 'Laiblein', 'Milchlaiblein', 'Mohnlaiblein', 'Mundlaibel', 'Mundlaiblein', 'Pritscherlaibelein', 'Pritschlaibelein', 'Rosenlaiblein', 'Sternlaiblein', 'Wasserlaiblein']"
Mütze,['Barrasmützlein']
schwindeln,"['Barrasschwindel', 'Schwindel']"
Zipf,"['Barraszipfel', 'Erdbirnenzipfel', 'Erdbirnzipfel', 'Frostzipfel', 'Gummizipfel', 'Hemdszipfel', 'Hemdzipfel', 'Hemdzipfelein', 'Lampenzipfel', 'Mutterzipfel', 'Ohrenzipfelein', 'Rockzipfel', 'Salzzipfel', 'Schürzenzipfel', 'Wurstzipfel', 'Wurstzipfelein', 'Zipfel', 'Zipfelein', 'Zipferl', 'Zipferlein', 'Zipflein']"
Bart,"['Bartel', 'Bärtlein', 'Geiferbartel', 'Geißbartel', 'Geißbärtlein', 'Maisbärtlein', 'Schnurrbartel', 'Spitzbartel', 'Ziegenbärtlein']"
Barte,"['Bartelein', 'Bartlein']"
Puppe,"['Bartpüppelein', 'Gepüppel', 'Herzepüpplein', 'Modepüpplein', 'Puppelein', 'Pöppelein', 'Püppchen', 'Püppelein', 'Püpplein', 'Wackelpuppelein']"
Base,"['Baselein', 'Bäschen', 'Bäslein', 'Hochzeitsbäslein', 'Sagbasel', 'Schulbäslein']"
humpeln,['Basshumpel']
Batzen,"['Batzel', 'Batzerei', 'Batzerlein', 'Herzenbätzelein', 'Honigbatzel', 'Hornhautbätzerlein', 'Kaubatzel', 'Kaubazel', 'Kellerbätzelein', 'Maisbätzelein', 'Mauerbätzelein', 'Nestbatzel', 'Nestbatzlein', 'Nestbätzel', 'Nestbätzlein', 'Ohrenbatzel', 'Pechbätzlein']"
Weife,"['Batzenwaffel', 'Bläkwaffel', 'Breiwaffel', 'Fischwaffel', 'Gatschwaffel', 'Gatschweifel', 'Gewaffel', 'Geweifi', 'Geweifri', 'Leerweiferei', 'Patschwaffel', 'Patschweifel', 'Plärrwaffel', 'Saftwaffel', 'Schreiwaffel', 'Weifelein', 'Weiferei']"
Bätz,"['Batzi', 'Baumbätzelein', 'Bollenbätzelein', 'Butzi', 'Bätzchen', 'Bätzel', 'Bätzelein', 'Bätzerlein', 'Bätzi', 'Bätzlein', 'Haselbätzelein', 'Haselnussbätzel', 'Haselnussbätzelein', 'Haselnussbätzlein', 'Haselnüssebätzlein', 'Herzbätzelein', 'Herzbätzlein', 'Herzebätzel', 'Herzebätzelein', 'Herzebätzi', 'Herzebätzlein', 'Herzensbätzelein', 'Himmelbätzlein', 'Lehrerbätzel', 'Lehrerbätzelein', 'Mamabätzelein', 'Märzenbätzelein', 'Nussbätzelein', 'Osterbätzelein', 'Palmbätzelein', 'Schafbätzelein', 'Schneckenbätzelein', 'Schneckenbätzlein', 'Schneckibätzelein', 'Streubätzelein', 'Tannebätzlein', 'Tannenbätzelein', 'Tannenbätzerlein', 'Tannenbätzlein']"
rutschen,"['Bauchrutscherlein', 'Kinderrutschelein', 'Milchrutscherlein', 'Rotschel', 'Rutschel', 'Rutscherl', 'Rutscherlein', 'Rütschel', 'Rütscherl', 'Rütscherlein', 'Stahlrutscherlein']"
Bauer,"['Bauerei', 'Bauernstoffel', 'Bäuerlein', 'Fabrikbäuerlein', 'Feierabendbäuerlein', 'Feierabendsbäuerlein', 'Fischbäuerl', 'Geißbäuerlein', 'Gäubäuerlein', 'Hasenbäuerlein', 'Karpfenbäuerlein', 'Kleinbäuerlein', 'Klitschenbäuerlein', 'Knallbäuerlein', 'Kuhbäuerlein', 'Mondscheinbäuerlein', 'Puhlbäuerlein', 'Rucksackbäuerlein', 'Taubenbauerlein', 'Werkstattbäuerlein', 'Ziegenbäuerlein']"
Hafen,"['Bauernhäfelein', 'Blumenhafelein', 'Blumenhäfelein', 'Bogenhäfelein', 'Botenhaferl', 'Botenhäfelein', 'Botenhäferl', 'Brunzhäfelein', 'Brünzhäfelein', 'Bundhäfelein', 'Butzenhäfelein', 'Einbrockhäfelein', 'Einfüllhafel', 'Essenhäfelein', 'Fetthäfelein', 'Hafel', 'Hafelein', 'Hafenbuttelein', 'Hafenbutterlein', 'Hafenbutzelein', 'Hafenlein', 'Haferl', 'Henkelhafelein', 'Henkelshafelein', 'Häfchen', 'Häfel', 'Häferl', 'Häferlein', 'Kaffeehafel', 'Kaffeehafelein', 'Kaffeehäfelein', 'Kinderhäfelein', 'Käshäfelein', 'Linsenhafenlein', 'Mehlhäfelein', 'Milchhafelein', 'Milchhäfchen', 'Milchhäfelein', 'Nachthafel', 'Nachthaferl', 'Nachthäfchen', 'Nachthäfelein', 'Nachthäferl', 'Nachtshäfelein', 'Pritschhafenlein', 'Rahmhafel', 'Salzhafelein', 'Salzhafenlein', 'Salzhäfelein', 'Scheißerhäfelein', 'Scheißhafel', 'Scheißhaferl', 'Scheißhäfelein', 'Schmalzhäfelein', 'Schmeckenhäfelein', 'Schmeckhäfelein', 'Schnappenhafelein', 'Schnappenhäfelein', 'Schnaubelhäfelein', 'Schnaubenhäfelein', 'Schnaufenhäfelein', 'Schnauzenhäfelein', 'Schnäuzleinshäfelein', 'Schnürpfelhäfelein', 'Schöpfhafel', 'Schöpfhafelein', 'Schöpfhäfel', 'Schöpfhäfelein', 'Schöpfhäflein', 'Seichhaferl', 'Seichhäfelein', 'Stockhäfelein', 'Sträußhäfelein', 'Suppenhafelein', 'Suppenhaferl', 'Suppenhäfelein', 'Traghäfelein', 'Wasserhäfelein', 'Zautenhäfelein', 'Zauzenhäfelein', 'Zipfenhäfelein', 'Zipfhäfelein', 'Züttelhäfel', 'Züttelhäfelein']"
Meichel,"['Bauernmeichelein', 'Fletschmeichelein', 'Greinmeichelein', 'Hadermeichelein', 'Heulmeichelein', 'Hudelmeichelein', 'Kopfmeichelein', 'Kuhmeichelein', 'Meichelein', 'Meicherl', 'Meichlein', 'Pfletschmeichelein', 'Traummeichelein']"
rammeln,"['Bauernrammel', 'Bauerrammel', 'Katzenrammel', 'Rammel', 'Rämmel', 'Saurammel']"
Rose,"['Bauernröslein', 'Bodenröslein', 'Buschrösel', 'Buschröslein', 'Buschwindröschen', 'Buschwindröslein', 'Dornenheckenröslein', 'Dornenröslein', 'Dörnenröslein', 'Fieberröslein', 'Flatterröslein', 'Friedhofsröslein', 'Frühjahrsröslein', 'Gergenröslein', 'Giftröslein', 'Gottesackerröslein', 'Heckenröschen', 'Heckenröslein', 'Herrgottsröslein', 'Hiefenröslein', 'Hundsröslein', 'Johannisröslein', 'Mariaröslein', 'Muttergottesröslein', 'Märzenröslein', 'Pfingströslein', 'Röslein', 'Schneeröschen', 'Totenröslein', 'Waldröslein', 'Weihnachtsröslein', 'Windröschen', 'Windröslein']"
trampeln,"['Bauerntrampel', 'Getrampel', 'Pilzträmpelein', 'Putztrampel', 'Tampel', 'Trampel', 'Trampelein', 'Trämpel']"
hacken,"['Baumhäckel', 'Brachhackelein', 'Gartenhackelein', 'Gartenhäcklein', 'Hackbeihelein', 'Hackel', 'Hackelchen', 'Hackelein', 'Hackenhäckel', 'Hackerlein', 'Handhackel', 'Herumhackerei', 'Häckchen', 'Häckel', 'Häckelein', 'Häckerlein', 'Häcklein', 'Häcksel', 'Kulturhackelein', 'Misthackel', 'Rebenhäcklein', 'Spitzhäckelein', 'Spitzhäcklein', 'Streuhäcklein', 'Waldhäkel']"
Kraut,"['Baumkräutlein', 'Erdbirnenkräutlein', 'Erdäpfelkräutlein', 'Irrkräutlein', 'Kartoffelkräutlein', 'Krautsköpflein', 'Krautstängel', 'Kräutlein', 'Otternkräutlein', 'Patakenkräutlein', 'Patakenskräutlein', 'Suppenkräutlein', 'Weißkrauthäuptlein', 'Zappelkräutlein']"
